#    L    TxT            TxE            TxP            TxW1           ExT            ExE            ExP            ExW1           PxT            PxE            PxP            PxW1           W1xT           W1xE           W1xP           W1xW1       
  6394    0.13048E-01    0.38684E-03    0.10747E-11   -0.15681E-03    0.38684E-03   -0.13343E-04    0.15736E-13   -0.12257E-05    0.10747E-11    0.15736E-13    0.21851E-17   -0.23950E-10   -0.15681E-03   -0.12257E-05   -0.23950E-10    0.25314E+01
  6395    0.13034E-01    0.38672E-03    0.10740E-11   -0.15675E-03    0.38672E-03   -0.13589E-04    0.15726E-13   -0.12250E-05    0.10740E-11    0.15726E-13    0.21836E-17   -0.23941E-10   -0.15675E-03   -0.12250E-05   -0.23941E-10    0.25315E+01
  6396    0.13019E-01    0.38661E-03    0.10732E-11   -0.15669E-03    0.38661E-03   -0.13833E-04    0.15716E-13   -0.12242E-05    0.10732E-11    0.15716E-13    0.21821E-17   -0.23933E-10   -0.15669E-03   -0.12242E-05   -0.23933E-10    0.25317E+01
  6397    0.13005E-01    0.38648E-03    0.10725E-11   -0.15663E-03    0.38648E-03   -0.14075E-04    0.15706E-13   -0.12235E-05    0.10725E-11    0.15706E-13    0.21806E-17   -0.23924E-10   -0.15663E-03   -0.12235E-05   -0.23924E-10    0.25319E+01
  6398    0.12990E-01    0.38636E-03    0.10717E-11   -0.15658E-03    0.38636E-03   -0.14315E-04    0.15696E-13   -0.12227E-05    0.10717E-11    0.15696E-13    0.21791E-17   -0.23916E-10   -0.15658E-03   -0.12227E-05   -0.23916E-10    0.25320E+01
  6399    0.12976E-01    0.38623E-03    0.10710E-11   -0.15652E-03    0.38623E-03   -0.14552E-04    0.15685E-13   -0.12219E-05    0.10710E-11    0.15685E-13    0.21776E-17   -0.23907E-10   -0.15652E-03   -0.12219E-05   -0.23907E-10    0.25322E+01
  6400    0.12961E-01    0.38610E-03    0.10703E-11   -0.15646E-03    0.38610E-03   -0.14788E-04    0.15674E-13   -0.12211E-05    0.10703E-11    0.15674E-13    0.21761E-17   -0.23899E-10   -0.15646E-03   -0.12211E-05   -0.23899E-10    0.25323E+01
  6401    0.12947E-01    0.38596E-03    0.10695E-11   -0.15640E-03    0.38596E-03   -0.15022E-04    0.15664E-13   -0.12202E-05    0.10695E-11    0.15664E-13    0.21746E-17   -0.23890E-10   -0.15640E-03   -0.12202E-05   -0.23890E-10    0.25325E+01
  6402    0.12932E-01    0.38582E-03    0.10688E-11   -0.15634E-03    0.38582E-03   -0.15253E-04    0.15653E-13   -0.12194E-05    0.10688E-11    0.15653E-13    0.21731E-17   -0.23882E-10   -0.15634E-03   -0.12194E-05   -0.23882E-10    0.25327E+01
  6403    0.12918E-01    0.38568E-03    0.10680E-11   -0.15628E-03    0.38568E-03   -0.15483E-04    0.15641E-13   -0.12185E-05    0.10680E-11    0.15641E-13    0.21716E-17   -0.23874E-10   -0.15628E-03   -0.12185E-05   -0.23874E-10    0.25328E+01
  6404    0.12903E-01    0.38553E-03    0.10673E-11   -0.15622E-03    0.38553E-03   -0.15710E-04    0.15630E-13   -0.12177E-05    0.10673E-11    0.15630E-13    0.21701E-17   -0.23865E-10   -0.15622E-03   -0.12177E-05   -0.23865E-10    0.25330E+01
  6405    0.12889E-01    0.38538E-03    0.10666E-11   -0.15617E-03    0.38538E-03   -0.15935E-04    0.15619E-13   -0.12168E-05    0.10666E-11    0.15619E-13    0.21686E-17   -0.23857E-10   -0.15617E-03   -0.12168E-05   -0.23857E-10    0.25331E+01
  6406    0.12874E-01    0.38522E-03    0.10658E-11   -0.15611E-03    0.38522E-03   -0.16159E-04    0.15607E-13   -0.12159E-05    0.10658E-11    0.15607E-13    0.21671E-17   -0.23848E-10   -0.15611E-03   -0.12159E-05   -0.23848E-10    0.25333E+01
  6407    0.12860E-01    0.38506E-03    0.10651E-11   -0.15605E-03    0.38506E-03   -0.16380E-04    0.15595E-13   -0.12150E-05    0.10651E-11    0.15595E-13    0.21657E-17   -0.23840E-10   -0.15605E-03   -0.12150E-05   -0.23840E-10    0.25335E+01
  6408    0.12845E-01    0.38490E-03    0.10643E-11   -0.15599E-03    0.38490E-03   -0.16599E-04    0.15584E-13   -0.12141E-05    0.10643E-11    0.15584E-13    0.21642E-17   -0.23831E-10   -0.15599E-03   -0.12141E-05   -0.23831E-10    0.25336E+01
  6409    0.12831E-01    0.38473E-03    0.10636E-11   -0.15593E-03    0.38473E-03   -0.16816E-04    0.15571E-13   -0.12132E-05    0.10636E-11    0.15571E-13    0.21627E-17   -0.23823E-10   -0.15593E-03   -0.12132E-05   -0.23823E-10    0.25338E+01
  6410    0.12817E-01    0.38456E-03    0.10629E-11   -0.15587E-03    0.38456E-03   -0.17031E-04    0.15559E-13   -0.12122E-05    0.10629E-11    0.15559E-13    0.21612E-17   -0.23815E-10   -0.15587E-03   -0.12122E-05   -0.23815E-10    0.25339E+01
  6411    0.12802E-01    0.38438E-03    0.10621E-11   -0.15581E-03    0.38438E-03   -0.17245E-04    0.15547E-13   -0.12113E-05    0.10621E-11    0.15547E-13    0.21597E-17   -0.23806E-10   -0.15581E-03   -0.12113E-05   -0.23806E-10    0.25341E+01
  6412    0.12788E-01    0.38420E-03    0.10614E-11   -0.15575E-03    0.38420E-03   -0.17456E-04    0.15534E-13   -0.12103E-05    0.10614E-11    0.15534E-13    0.21582E-17   -0.23798E-10   -0.15575E-03   -0.12103E-05   -0.23798E-10    0.25343E+01
  6413    0.12773E-01    0.38402E-03    0.10606E-11   -0.15570E-03    0.38402E-03   -0.17665E-04    0.15522E-13   -0.12093E-05    0.10606E-11    0.15522E-13    0.21567E-17   -0.23789E-10   -0.15570E-03   -0.12093E-05   -0.23789E-10    0.25344E+01
  6414    0.12759E-01    0.38383E-03    0.10599E-11   -0.15564E-03    0.38383E-03   -0.17872E-04    0.15509E-13   -0.12083E-05    0.10599E-11    0.15509E-13    0.21553E-17   -0.23781E-10   -0.15564E-03   -0.12083E-05   -0.23781E-10    0.25346E+01
  6415    0.12744E-01    0.38364E-03    0.10591E-11   -0.15558E-03    0.38364E-03   -0.18077E-04    0.15496E-13   -0.12073E-05    0.10591E-11    0.15496E-13    0.21538E-17   -0.23773E-10   -0.15558E-03   -0.12073E-05   -0.23773E-10    0.25347E+01
  6416    0.12730E-01    0.38345E-03    0.10584E-11   -0.15552E-03    0.38345E-03   -0.18280E-04    0.15483E-13   -0.12063E-05    0.10584E-11    0.15483E-13    0.21523E-17   -0.23764E-10   -0.15552E-03   -0.12063E-05   -0.23764E-10    0.25349E+01
  6417    0.12715E-01    0.38325E-03    0.10576E-11   -0.15546E-03    0.38325E-03   -0.18481E-04    0.15470E-13   -0.12053E-05    0.10576E-11    0.15470E-13    0.21508E-17   -0.23756E-10   -0.15546E-03   -0.12053E-05   -0.23756E-10    0.25351E+01
  6418    0.12701E-01    0.38305E-03    0.10569E-11   -0.15540E-03    0.38305E-03   -0.18680E-04    0.15457E-13   -0.12042E-05    0.10569E-11    0.15457E-13    0.21494E-17   -0.23748E-10   -0.15540E-03   -0.12042E-05   -0.23748E-10    0.25352E+01
  6419    0.12687E-01    0.38284E-03    0.10561E-11   -0.15534E-03    0.38284E-03   -0.18877E-04    0.15443E-13   -0.12032E-05    0.10561E-11    0.15443E-13    0.21479E-17   -0.23739E-10   -0.15534E-03   -0.12032E-05   -0.23739E-10    0.25354E+01
  6420    0.12672E-01    0.38263E-03    0.10554E-11   -0.15528E-03    0.38263E-03   -0.19073E-04    0.15429E-13   -0.12021E-05    0.10554E-11    0.15429E-13    0.21464E-17   -0.23731E-10   -0.15528E-03   -0.12021E-05   -0.23731E-10    0.25355E+01
  6421    0.12658E-01    0.38242E-03    0.10547E-11   -0.15522E-03    0.38242E-03   -0.19266E-04    0.15416E-13   -0.12010E-05    0.10547E-11    0.15416E-13    0.21449E-17   -0.23723E-10   -0.15522E-03   -0.12010E-05   -0.23723E-10    0.25357E+01
  6422    0.12643E-01    0.38220E-03    0.10539E-11   -0.15516E-03    0.38220E-03   -0.19457E-04    0.15402E-13   -0.11999E-05    0.10539E-11    0.15402E-13    0.21435E-17   -0.23714E-10   -0.15516E-03   -0.11999E-05   -0.23714E-10    0.25359E+01
  6423    0.12629E-01    0.38198E-03    0.10532E-11   -0.15510E-03    0.38198E-03   -0.19646E-04    0.15388E-13   -0.11988E-05    0.10532E-11    0.15388E-13    0.21420E-17   -0.23706E-10   -0.15510E-03   -0.11988E-05   -0.23706E-10    0.25360E+01
  6424    0.12615E-01    0.38176E-03    0.10524E-11   -0.15505E-03    0.38176E-03   -0.19834E-04    0.15374E-13   -0.11977E-05    0.10524E-11    0.15374E-13    0.21405E-17   -0.23698E-10   -0.15505E-03   -0.11977E-05   -0.23698E-10    0.25362E+01
  6425    0.12600E-01    0.38153E-03    0.10517E-11   -0.15499E-03    0.38153E-03   -0.20019E-04    0.15359E-13   -0.11966E-05    0.10517E-11    0.15359E-13    0.21391E-17   -0.23689E-10   -0.15499E-03   -0.11966E-05   -0.23689E-10    0.25363E+01
  6426    0.12586E-01    0.38130E-03    0.10509E-11   -0.15493E-03    0.38130E-03   -0.20203E-04    0.15345E-13   -0.11955E-05    0.10509E-11    0.15345E-13    0.21376E-17   -0.23681E-10   -0.15493E-03   -0.11955E-05   -0.23681E-10    0.25365E+01
  6427    0.12571E-01    0.38107E-03    0.10502E-11   -0.15487E-03    0.38107E-03   -0.20384E-04    0.15330E-13   -0.11943E-05    0.10502E-11    0.15330E-13    0.21362E-17   -0.23673E-10   -0.15487E-03   -0.11943E-05   -0.23673E-10    0.25367E+01
  6428    0.12557E-01    0.38083E-03    0.10494E-11   -0.15481E-03    0.38083E-03   -0.20564E-04    0.15315E-13   -0.11931E-05    0.10494E-11    0.15315E-13    0.21347E-17   -0.23664E-10   -0.15481E-03   -0.11931E-05   -0.23664E-10    0.25368E+01
  6429    0.12543E-01    0.38059E-03    0.10487E-11   -0.15475E-03    0.38059E-03   -0.20741E-04    0.15300E-13   -0.11920E-05    0.10487E-11    0.15300E-13    0.21332E-17   -0.23656E-10   -0.15475E-03   -0.11920E-05   -0.23656E-10    0.25370E+01
  6430    0.12528E-01    0.38034E-03    0.10479E-11   -0.15469E-03    0.38034E-03   -0.20917E-04    0.15285E-13   -0.11908E-05    0.10479E-11    0.15285E-13    0.21318E-17   -0.23648E-10   -0.15469E-03   -0.11908E-05   -0.23648E-10    0.25371E+01
  6431    0.12514E-01    0.38009E-03    0.10472E-11   -0.15463E-03    0.38009E-03   -0.21091E-04    0.15270E-13   -0.11896E-05    0.10472E-11    0.15270E-13    0.21303E-17   -0.23639E-10   -0.15463E-03   -0.11896E-05   -0.23639E-10    0.25373E+01
  6432    0.12500E-01    0.37984E-03    0.10464E-11   -0.15457E-03    0.37984E-03   -0.21263E-04    0.15255E-13   -0.11884E-05    0.10464E-11    0.15255E-13    0.21289E-17   -0.23631E-10   -0.15457E-03   -0.11884E-05   -0.23631E-10    0.25375E+01
  6433    0.12485E-01    0.37958E-03    0.10457E-11   -0.15451E-03    0.37958E-03   -0.21433E-04    0.15240E-13   -0.11871E-05    0.10457E-11    0.15240E-13    0.21274E-17   -0.23623E-10   -0.15451E-03   -0.11871E-05   -0.23623E-10    0.25376E+01
  6434    0.12471E-01    0.37932E-03    0.10449E-11   -0.15445E-03    0.37932E-03   -0.21601E-04    0.15224E-13   -0.11859E-05    0.10449E-11    0.15224E-13    0.21259E-17   -0.23614E-10   -0.15445E-03   -0.11859E-05   -0.23614E-10    0.25378E+01
  6435    0.12457E-01    0.37906E-03    0.10442E-11   -0.15439E-03    0.37906E-03   -0.21767E-04    0.15208E-13   -0.11847E-05    0.10442E-11    0.15208E-13    0.21245E-17   -0.23606E-10   -0.15439E-03   -0.11847E-05   -0.23606E-10    0.25379E+01
  6436    0.12442E-01    0.37879E-03    0.10434E-11   -0.15433E-03    0.37879E-03   -0.21931E-04    0.15192E-13   -0.11834E-05    0.10434E-11    0.15192E-13    0.21230E-17   -0.23598E-10   -0.15433E-03   -0.11834E-05   -0.23598E-10    0.25381E+01
  6437    0.12428E-01    0.37852E-03    0.10426E-11   -0.15427E-03    0.37852E-03   -0.22093E-04    0.15176E-13   -0.11821E-05    0.10426E-11    0.15176E-13    0.21216E-17   -0.23589E-10   -0.15427E-03   -0.11821E-05   -0.23589E-10    0.25382E+01
  6438    0.12414E-01    0.37825E-03    0.10419E-11   -0.15421E-03    0.37825E-03   -0.22254E-04    0.15160E-13   -0.11808E-05    0.10419E-11    0.15160E-13    0.21201E-17   -0.23581E-10   -0.15421E-03   -0.11808E-05   -0.23581E-10    0.25384E+01
  6439    0.12399E-01    0.37797E-03    0.10411E-11   -0.15415E-03    0.37797E-03   -0.22412E-04    0.15144E-13   -0.11796E-05    0.10411E-11    0.15144E-13    0.21187E-17   -0.23573E-10   -0.15415E-03   -0.11796E-05   -0.23573E-10    0.25386E+01
  6440    0.12385E-01    0.37769E-03    0.10404E-11   -0.15409E-03    0.37769E-03   -0.22569E-04    0.15128E-13   -0.11782E-05    0.10404E-11    0.15128E-13    0.21172E-17   -0.23565E-10   -0.15409E-03   -0.11782E-05   -0.23565E-10    0.25387E+01
  6441    0.12371E-01    0.37740E-03    0.10396E-11   -0.15403E-03    0.37740E-03   -0.22724E-04    0.15111E-13   -0.11769E-05    0.10396E-11    0.15111E-13    0.21158E-17   -0.23556E-10   -0.15403E-03   -0.11769E-05   -0.23556E-10    0.25389E+01
  6442    0.12356E-01    0.37711E-03    0.10389E-11   -0.15397E-03    0.37711E-03   -0.22877E-04    0.15094E-13   -0.11756E-05    0.10389E-11    0.15094E-13    0.21144E-17   -0.23548E-10   -0.15397E-03   -0.11756E-05   -0.23548E-10    0.25390E+01
  6443    0.12342E-01    0.37682E-03    0.10381E-11   -0.15391E-03    0.37682E-03   -0.23028E-04    0.15078E-13   -0.11743E-05    0.10381E-11    0.15078E-13    0.21129E-17   -0.23540E-10   -0.15391E-03   -0.11743E-05   -0.23540E-10    0.25392E+01
  6444    0.12328E-01    0.37653E-03    0.10374E-11   -0.15385E-03    0.37653E-03   -0.23178E-04    0.15061E-13   -0.11729E-05    0.10374E-11    0.15061E-13    0.21115E-17   -0.23532E-10   -0.15385E-03   -0.11729E-05   -0.23532E-10    0.25394E+01
  6445    0.12313E-01    0.37623E-03    0.10366E-11   -0.15379E-03    0.37623E-03   -0.23325E-04    0.15044E-13   -0.11715E-05    0.10366E-11    0.15044E-13    0.21100E-17   -0.23523E-10   -0.15379E-03   -0.11715E-05   -0.23523E-10    0.25395E+01
  6446    0.12299E-01    0.37593E-03    0.10359E-11   -0.15373E-03    0.37593E-03   -0.23471E-04    0.15026E-13   -0.11702E-05    0.10359E-11    0.15026E-13    0.21086E-17   -0.23515E-10   -0.15373E-03   -0.11702E-05   -0.23515E-10    0.25397E+01
  6447    0.12285E-01    0.37562E-03    0.10351E-11   -0.15367E-03    0.37562E-03   -0.23614E-04    0.15009E-13   -0.11688E-05    0.10351E-11    0.15009E-13    0.21072E-17   -0.23507E-10   -0.15367E-03   -0.11688E-05   -0.23507E-10    0.25398E+01
  6448    0.12271E-01    0.37531E-03    0.10343E-11   -0.15362E-03    0.37531E-03   -0.23756E-04    0.14992E-13   -0.11674E-05    0.10343E-11    0.14992E-13    0.21057E-17   -0.23499E-10   -0.15362E-03   -0.11674E-05   -0.23499E-10    0.25400E+01
  6449    0.12256E-01    0.37500E-03    0.10336E-11   -0.15356E-03    0.37500E-03   -0.23896E-04    0.14974E-13   -0.11660E-05    0.10336E-11    0.14974E-13    0.21043E-17   -0.23490E-10   -0.15356E-03   -0.11660E-05   -0.23490E-10    0.25402E+01
  6450    0.12242E-01    0.37469E-03    0.10328E-11   -0.15350E-03    0.37469E-03   -0.24035E-04    0.14956E-13   -0.11646E-05    0.10328E-11    0.14956E-13    0.21028E-17   -0.23482E-10   -0.15350E-03   -0.11646E-05   -0.23482E-10    0.25403E+01
  6451    0.12228E-01    0.37437E-03    0.10321E-11   -0.15344E-03    0.37437E-03   -0.24171E-04    0.14939E-13   -0.11631E-05    0.10321E-11    0.14939E-13    0.21014E-17   -0.23474E-10   -0.15344E-03   -0.11631E-05   -0.23474E-10    0.25405E+01
  6452    0.12214E-01    0.37405E-03    0.10313E-11   -0.15338E-03    0.37405E-03   -0.24306E-04    0.14921E-13   -0.11617E-05    0.10313E-11    0.14921E-13    0.21000E-17   -0.23466E-10   -0.15338E-03   -0.11617E-05   -0.23466E-10    0.25406E+01
  6453    0.12199E-01    0.37372E-03    0.10306E-11   -0.15332E-03    0.37372E-03   -0.24439E-04    0.14903E-13   -0.11602E-05    0.10306E-11    0.14903E-13    0.20985E-17   -0.23457E-10   -0.15332E-03   -0.11602E-05   -0.23457E-10    0.25408E+01
  6454    0.12185E-01    0.37339E-03    0.10298E-11   -0.15326E-03    0.37339E-03   -0.24570E-04    0.14884E-13   -0.11588E-05    0.10298E-11    0.14884E-13    0.20971E-17   -0.23449E-10   -0.15326E-03   -0.11588E-05   -0.23449E-10    0.25409E+01
  6455    0.12171E-01    0.37306E-03    0.10290E-11   -0.15319E-03    0.37306E-03   -0.24699E-04    0.14866E-13   -0.11573E-05    0.10290E-11    0.14866E-13    0.20957E-17   -0.23441E-10   -0.15319E-03   -0.11573E-05   -0.23441E-10    0.25411E+01
  6456    0.12157E-01    0.37272E-03    0.10283E-11   -0.15313E-03    0.37272E-03   -0.24826E-04    0.14848E-13   -0.11558E-05    0.10283E-11    0.14848E-13    0.20943E-17   -0.23433E-10   -0.15313E-03   -0.11558E-05   -0.23433E-10    0.25413E+01
  6457    0.12142E-01    0.37239E-03    0.10275E-11   -0.15307E-03    0.37239E-03   -0.24952E-04    0.14829E-13   -0.11543E-05    0.10275E-11    0.14829E-13    0.20928E-17   -0.23425E-10   -0.15307E-03   -0.11543E-05   -0.23425E-10    0.25414E+01
  6458    0.12128E-01    0.37204E-03    0.10268E-11   -0.15301E-03    0.37204E-03   -0.25076E-04    0.14810E-13   -0.11528E-05    0.10268E-11    0.14810E-13    0.20914E-17   -0.23416E-10   -0.15301E-03   -0.11528E-05   -0.23416E-10    0.25416E+01
  6459    0.12114E-01    0.37170E-03    0.10260E-11   -0.15295E-03    0.37170E-03   -0.25198E-04    0.14791E-13   -0.11513E-05    0.10260E-11    0.14791E-13    0.20900E-17   -0.23408E-10   -0.15295E-03   -0.11513E-05   -0.23408E-10    0.25417E+01
  6460    0.12100E-01    0.37135E-03    0.10253E-11   -0.15289E-03    0.37135E-03   -0.25318E-04    0.14772E-13   -0.11498E-05    0.10253E-11    0.14772E-13    0.20886E-17   -0.23400E-10   -0.15289E-03   -0.11498E-05   -0.23400E-10    0.25419E+01
  6461    0.12086E-01    0.37100E-03    0.10245E-11   -0.15283E-03    0.37100E-03   -0.25437E-04    0.14753E-13   -0.11482E-05    0.10245E-11    0.14753E-13    0.20871E-17   -0.23392E-10   -0.15283E-03   -0.11482E-05   -0.23392E-10    0.25421E+01
  6462    0.12071E-01    0.37064E-03    0.10237E-11   -0.15277E-03    0.37064E-03   -0.25554E-04    0.14734E-13   -0.11467E-05    0.10237E-11    0.14734E-13    0.20857E-17   -0.23384E-10   -0.15277E-03   -0.11467E-05   -0.23384E-10    0.25422E+01
  6463    0.12057E-01    0.37029E-03    0.10230E-11   -0.15271E-03    0.37029E-03   -0.25669E-04    0.14715E-13   -0.11451E-05    0.10230E-11    0.14715E-13    0.20843E-17   -0.23375E-10   -0.15271E-03   -0.11451E-05   -0.23375E-10    0.25424E+01
  6464    0.12043E-01    0.36992E-03    0.10222E-11   -0.15265E-03    0.36992E-03   -0.25782E-04    0.14695E-13   -0.11435E-05    0.10222E-11    0.14695E-13    0.20829E-17   -0.23367E-10   -0.15265E-03   -0.11435E-05   -0.23367E-10    0.25425E+01
  6465    0.12029E-01    0.36956E-03    0.10215E-11   -0.15259E-03    0.36956E-03   -0.25893E-04    0.14676E-13   -0.11420E-05    0.10215E-11    0.14676E-13    0.20815E-17   -0.23359E-10   -0.15259E-03   -0.11420E-05   -0.23359E-10    0.25427E+01
  6466    0.12015E-01    0.36919E-03    0.10207E-11   -0.15253E-03    0.36919E-03   -0.26003E-04    0.14656E-13   -0.11404E-05    0.10207E-11    0.14656E-13    0.20801E-17   -0.23351E-10   -0.15253E-03   -0.11404E-05   -0.23351E-10    0.25428E+01
  6467    0.12000E-01    0.36882E-03    0.10199E-11   -0.15247E-03    0.36882E-03   -0.26111E-04    0.14636E-13   -0.11388E-05    0.10199E-11    0.14636E-13    0.20786E-17   -0.23343E-10   -0.15247E-03   -0.11388E-05   -0.23343E-10    0.25430E+01
  6468    0.11986E-01    0.36845E-03    0.10192E-11   -0.15241E-03    0.36845E-03   -0.26218E-04    0.14616E-13   -0.11371E-05    0.10192E-11    0.14616E-13    0.20772E-17   -0.23335E-10   -0.15241E-03   -0.11371E-05   -0.23335E-10    0.25432E+01
  6469    0.11972E-01    0.36807E-03    0.10184E-11   -0.15235E-03    0.36807E-03   -0.26322E-04    0.14596E-13   -0.11355E-05    0.10184E-11    0.14596E-13    0.20758E-17   -0.23326E-10   -0.15235E-03   -0.11355E-05   -0.23326E-10    0.25433E+01
  6470    0.11958E-01    0.36769E-03    0.10176E-11   -0.15229E-03    0.36769E-03   -0.26425E-04    0.14576E-13   -0.11339E-05    0.10176E-11    0.14576E-13    0.20744E-17   -0.23318E-10   -0.15229E-03   -0.11339E-05   -0.23318E-10    0.25435E+01
  6471    0.11944E-01    0.36730E-03    0.10169E-11   -0.15223E-03    0.36730E-03   -0.26526E-04    0.14556E-13   -0.11322E-05    0.10169E-11    0.14556E-13    0.20730E-17   -0.23310E-10   -0.15223E-03   -0.11322E-05   -0.23310E-10    0.25436E+01
  6472    0.11930E-01    0.36692E-03    0.10161E-11   -0.15217E-03    0.36692E-03   -0.26626E-04    0.14535E-13   -0.11306E-05    0.10161E-11    0.14535E-13    0.20716E-17   -0.23302E-10   -0.15217E-03   -0.11306E-05   -0.23302E-10    0.25438E+01
  6473    0.11916E-01    0.36653E-03    0.10154E-11   -0.15211E-03    0.36653E-03   -0.26723E-04    0.14515E-13   -0.11289E-05    0.10154E-11    0.14515E-13    0.20702E-17   -0.23294E-10   -0.15211E-03   -0.11289E-05   -0.23294E-10    0.25439E+01
  6474    0.11901E-01    0.36613E-03    0.10146E-11   -0.15205E-03    0.36613E-03   -0.26819E-04    0.14494E-13   -0.11272E-05    0.10146E-11    0.14494E-13    0.20688E-17   -0.23286E-10   -0.15205E-03   -0.11272E-05   -0.23286E-10    0.25441E+01
  6475    0.11887E-01    0.36574E-03    0.10138E-11   -0.15199E-03    0.36574E-03   -0.26914E-04    0.14473E-13   -0.11256E-05    0.10138E-11    0.14473E-13    0.20674E-17   -0.23278E-10   -0.15199E-03   -0.11256E-05   -0.23278E-10    0.25443E+01
  6476    0.11873E-01    0.36534E-03    0.10131E-11   -0.15193E-03    0.36534E-03   -0.27006E-04    0.14452E-13   -0.11239E-05    0.10131E-11    0.14452E-13    0.20660E-17   -0.23269E-10   -0.15193E-03   -0.11239E-05   -0.23269E-10    0.25444E+01
  6477    0.11859E-01    0.36494E-03    0.10123E-11   -0.15187E-03    0.36494E-03   -0.27097E-04    0.14431E-13   -0.11221E-05    0.10123E-11    0.14431E-13    0.20646E-17   -0.23261E-10   -0.15187E-03   -0.11221E-05   -0.23261E-10    0.25446E+01
  6478    0.11845E-01    0.36453E-03    0.10115E-11   -0.15181E-03    0.36453E-03   -0.27187E-04    0.14410E-13   -0.11204E-05    0.10115E-11    0.14410E-13    0.20632E-17   -0.23253E-10   -0.15181E-03   -0.11204E-05   -0.23253E-10    0.25447E+01
  6479    0.11831E-01    0.36412E-03    0.10108E-11   -0.15175E-03    0.36412E-03   -0.27274E-04    0.14389E-13   -0.11187E-05    0.10108E-11    0.14389E-13    0.20618E-17   -0.23245E-10   -0.15175E-03   -0.11187E-05   -0.23245E-10    0.25449E+01
  6480    0.11817E-01    0.36371E-03    0.10100E-11   -0.15169E-03    0.36371E-03   -0.27360E-04    0.14368E-13   -0.11170E-05    0.10100E-11    0.14368E-13    0.20604E-17   -0.23237E-10   -0.15169E-03   -0.11170E-05   -0.23237E-10    0.25450E+01
  6481    0.11803E-01    0.36330E-03    0.10093E-11   -0.15162E-03    0.36330E-03   -0.27445E-04    0.14346E-13   -0.11152E-05    0.10093E-11    0.14346E-13    0.20590E-17   -0.23229E-10   -0.15162E-03   -0.11152E-05   -0.23229E-10    0.25452E+01
  6482    0.11789E-01    0.36288E-03    0.10085E-11   -0.15156E-03    0.36288E-03   -0.27527E-04    0.14324E-13   -0.11135E-05    0.10085E-11    0.14324E-13    0.20576E-17   -0.23221E-10   -0.15156E-03   -0.11135E-05   -0.23221E-10    0.25454E+01
  6483    0.11775E-01    0.36246E-03    0.10077E-11   -0.15150E-03    0.36246E-03   -0.27608E-04    0.14303E-13   -0.11117E-05    0.10077E-11    0.14303E-13    0.20562E-17   -0.23213E-10   -0.15150E-03   -0.11117E-05   -0.23213E-10    0.25455E+01
  6484    0.11760E-01    0.36204E-03    0.10070E-11   -0.15144E-03    0.36204E-03   -0.27687E-04    0.14281E-13   -0.11099E-05    0.10070E-11    0.14281E-13    0.20548E-17   -0.23205E-10   -0.15144E-03   -0.11099E-05   -0.23205E-10    0.25457E+01
  6485    0.11746E-01    0.36161E-03    0.10062E-11   -0.15138E-03    0.36161E-03   -0.27765E-04    0.14259E-13   -0.11081E-05    0.10062E-11    0.14259E-13    0.20534E-17   -0.23197E-10   -0.15138E-03   -0.11081E-05   -0.23197E-10    0.25458E+01
  6486    0.11732E-01    0.36118E-03    0.10054E-11   -0.15132E-03    0.36118E-03   -0.27841E-04    0.14237E-13   -0.11063E-05    0.10054E-11    0.14237E-13    0.20520E-17   -0.23188E-10   -0.15132E-03   -0.11063E-05   -0.23188E-10    0.25460E+01
  6487    0.11718E-01    0.36075E-03    0.10047E-11   -0.15126E-03    0.36075E-03   -0.27915E-04    0.14215E-13   -0.11045E-05    0.10047E-11    0.14215E-13    0.20506E-17   -0.23180E-10   -0.15126E-03   -0.11045E-05   -0.23180E-10    0.25461E+01
  6488    0.11704E-01    0.36031E-03    0.10039E-11   -0.15120E-03    0.36031E-03   -0.27988E-04    0.14192E-13   -0.11027E-05    0.10039E-11    0.14192E-13    0.20492E-17   -0.23172E-10   -0.15120E-03   -0.11027E-05   -0.23172E-10    0.25463E+01
  6489    0.11690E-01    0.35987E-03    0.10031E-11   -0.15114E-03    0.35987E-03   -0.28059E-04    0.14170E-13   -0.11009E-05    0.10031E-11    0.14170E-13    0.20479E-17   -0.23164E-10   -0.15114E-03   -0.11009E-05   -0.23164E-10    0.25465E+01
  6490    0.11676E-01    0.35943E-03    0.10024E-11   -0.15108E-03    0.35943E-03   -0.28129E-04    0.14148E-13   -0.10991E-05    0.10024E-11    0.14148E-13    0.20465E-17   -0.23156E-10   -0.15108E-03   -0.10991E-05   -0.23156E-10    0.25466E+01
  6491    0.11662E-01    0.35899E-03    0.10016E-11   -0.15102E-03    0.35899E-03   -0.28197E-04    0.14125E-13   -0.10972E-05    0.10016E-11    0.14125E-13    0.20451E-17   -0.23148E-10   -0.15102E-03   -0.10972E-05   -0.23148E-10    0.25468E+01
  6492    0.11648E-01    0.35854E-03    0.10008E-11   -0.15096E-03    0.35854E-03   -0.28263E-04    0.14102E-13   -0.10954E-05    0.10008E-11    0.14102E-13    0.20437E-17   -0.23140E-10   -0.15096E-03   -0.10954E-05   -0.23140E-10    0.25469E+01
  6493    0.11634E-01    0.35809E-03    0.10001E-11   -0.15089E-03    0.35809E-03   -0.28328E-04    0.14079E-13   -0.10935E-05    0.10001E-11    0.14079E-13    0.20423E-17   -0.23132E-10   -0.15089E-03   -0.10935E-05   -0.23132E-10    0.25471E+01
