#    L    TxT            TxE            TxP            TxW1           ExT            ExE            ExP            ExW1           PxT            PxE            PxP            PxW1           W1xT           W1xE           W1xP           W1xW1       
  8037    0.28715E-02   -0.14998E-04    0.34320E-12   -0.83971E-04   -0.14998E-04    0.17998E-04   -0.23229E-14    0.19893E-06    0.34320E-12   -0.23229E-14    0.79469E-18   -0.14197E-10   -0.83971E-04    0.19893E-06   -0.14197E-10    0.27475E+01
  8038    0.28715E-02   -0.14760E-04    0.34308E-12   -0.83946E-04   -0.14760E-04    0.17915E-04   -0.23121E-14    0.19795E-06    0.34308E-12   -0.23121E-14    0.79425E-18   -0.14193E-10   -0.83946E-04    0.19795E-06   -0.14193E-10    0.27476E+01
  8039    0.28716E-02   -0.14521E-04    0.34296E-12   -0.83922E-04   -0.14521E-04    0.17833E-04   -0.23013E-14    0.19697E-06    0.34296E-12   -0.23013E-14    0.79382E-18   -0.14189E-10   -0.83922E-04    0.19697E-06   -0.14189E-10    0.27477E+01
  8040    0.28716E-02   -0.14283E-04    0.34285E-12   -0.83897E-04   -0.14283E-04    0.17751E-04   -0.22906E-14    0.19600E-06    0.34285E-12   -0.22906E-14    0.79339E-18   -0.14185E-10   -0.83897E-04    0.19600E-06   -0.14185E-10    0.27478E+01
  8041    0.28716E-02   -0.14044E-04    0.34273E-12   -0.83872E-04   -0.14044E-04    0.17669E-04   -0.22798E-14    0.19502E-06    0.34273E-12   -0.22798E-14    0.79295E-18   -0.14180E-10   -0.83872E-04    0.19502E-06   -0.14180E-10    0.27480E+01
  8042    0.28716E-02   -0.13806E-04    0.34261E-12   -0.83847E-04   -0.13806E-04    0.17586E-04   -0.22690E-14    0.19404E-06    0.34261E-12   -0.22690E-14    0.79252E-18   -0.14176E-10   -0.83847E-04    0.19404E-06   -0.14176E-10    0.27481E+01
  8043    0.28716E-02   -0.13567E-04    0.34250E-12   -0.83823E-04   -0.13567E-04    0.17504E-04   -0.22582E-14    0.19307E-06    0.34250E-12   -0.22582E-14    0.79209E-18   -0.14172E-10   -0.83823E-04    0.19307E-06   -0.14172E-10    0.27482E+01
  8044    0.28716E-02   -0.13329E-04    0.34238E-12   -0.83798E-04   -0.13329E-04    0.17422E-04   -0.22474E-14    0.19209E-06    0.34238E-12   -0.22474E-14    0.79166E-18   -0.14168E-10   -0.83798E-04    0.19209E-06   -0.14168E-10    0.27483E+01
  8045    0.28717E-02   -0.13090E-04    0.34226E-12   -0.83773E-04   -0.13090E-04    0.17340E-04   -0.22366E-14    0.19111E-06    0.34226E-12   -0.22366E-14    0.79122E-18   -0.14164E-10   -0.83773E-04    0.19111E-06   -0.14164E-10    0.27484E+01
  8046    0.28717E-02   -0.12852E-04    0.34215E-12   -0.83749E-04   -0.12852E-04    0.17258E-04   -0.22258E-14    0.19014E-06    0.34215E-12   -0.22258E-14    0.79079E-18   -0.14160E-10   -0.83749E-04    0.19014E-06   -0.14160E-10    0.27485E+01
  8047    0.28717E-02   -0.12614E-04    0.34203E-12   -0.83724E-04   -0.12614E-04    0.17176E-04   -0.22150E-14    0.18916E-06    0.34203E-12   -0.22150E-14    0.79036E-18   -0.14156E-10   -0.83724E-04    0.18916E-06   -0.14156E-10    0.27486E+01
  8048    0.28717E-02   -0.12375E-04    0.34192E-12   -0.83699E-04   -0.12375E-04    0.17094E-04   -0.22042E-14    0.18819E-06    0.34192E-12   -0.22042E-14    0.78993E-18   -0.14152E-10   -0.83699E-04    0.18819E-06   -0.14152E-10    0.27487E+01
  8049    0.28718E-02   -0.12137E-04    0.34180E-12   -0.83675E-04   -0.12137E-04    0.17012E-04   -0.21935E-14    0.18721E-06    0.34180E-12   -0.21935E-14    0.78950E-18   -0.14148E-10   -0.83675E-04    0.18721E-06   -0.14148E-10    0.27488E+01
  8050    0.28718E-02   -0.11899E-04    0.34168E-12   -0.83650E-04   -0.11899E-04    0.16930E-04   -0.21827E-14    0.18624E-06    0.34168E-12   -0.21827E-14    0.78907E-18   -0.14144E-10   -0.83650E-04    0.18624E-06   -0.14144E-10    0.27489E+01
  8051    0.28718E-02   -0.11661E-04    0.34157E-12   -0.83625E-04   -0.11661E-04    0.16848E-04   -0.21719E-14    0.18526E-06    0.34157E-12   -0.21719E-14    0.78864E-18   -0.14140E-10   -0.83625E-04    0.18526E-06   -0.14140E-10    0.27490E+01
  8052    0.28718E-02   -0.11423E-04    0.34145E-12   -0.83601E-04   -0.11423E-04    0.16766E-04   -0.21611E-14    0.18429E-06    0.34145E-12   -0.21611E-14    0.78821E-18   -0.14136E-10   -0.83601E-04    0.18429E-06   -0.14136E-10    0.27491E+01
  8053    0.28719E-02   -0.11185E-04    0.34134E-12   -0.83576E-04   -0.11185E-04    0.16684E-04   -0.21504E-14    0.18331E-06    0.34134E-12   -0.21504E-14    0.78778E-18   -0.14132E-10   -0.83576E-04    0.18331E-06   -0.14132E-10    0.27492E+01
  8054    0.28719E-02   -0.10947E-04    0.34122E-12   -0.83551E-04   -0.10947E-04    0.16602E-04   -0.21396E-14    0.18234E-06    0.34122E-12   -0.21396E-14    0.78735E-18   -0.14128E-10   -0.83551E-04    0.18234E-06   -0.14128E-10    0.27493E+01
  8055    0.28719E-02   -0.10709E-04    0.34111E-12   -0.83527E-04   -0.10709E-04    0.16520E-04   -0.21288E-14    0.18136E-06    0.34111E-12   -0.21288E-14    0.78692E-18   -0.14124E-10   -0.83527E-04    0.18136E-06   -0.14124E-10    0.27494E+01
  8056    0.28720E-02   -0.10472E-04    0.34099E-12   -0.83502E-04   -0.10472E-04    0.16438E-04   -0.21180E-14    0.18039E-06    0.34099E-12   -0.21180E-14    0.78649E-18   -0.14120E-10   -0.83502E-04    0.18039E-06   -0.14120E-10    0.27495E+01
  8057    0.28720E-02   -0.10234E-04    0.34088E-12   -0.83478E-04   -0.10234E-04    0.16356E-04   -0.21073E-14    0.17942E-06    0.34088E-12   -0.21073E-14    0.78606E-18   -0.14116E-10   -0.83478E-04    0.17942E-06   -0.14116E-10    0.27496E+01
  8058    0.28720E-02   -0.99961E-05    0.34076E-12   -0.83453E-04   -0.99961E-05    0.16275E-04   -0.20965E-14    0.17844E-06    0.34076E-12   -0.20965E-14    0.78563E-18   -0.14111E-10   -0.83453E-04    0.17844E-06   -0.14111E-10    0.27498E+01
  8059    0.28721E-02   -0.97585E-05    0.34065E-12   -0.83428E-04   -0.97585E-05    0.16193E-04   -0.20858E-14    0.17747E-06    0.34065E-12   -0.20858E-14    0.78521E-18   -0.14107E-10   -0.83428E-04    0.17747E-06   -0.14107E-10    0.27499E+01
  8060    0.28721E-02   -0.95209E-05    0.34053E-12   -0.83404E-04   -0.95209E-05    0.16111E-04   -0.20750E-14    0.17650E-06    0.34053E-12   -0.20750E-14    0.78478E-18   -0.14103E-10   -0.83404E-04    0.17650E-06   -0.14103E-10    0.27500E+01
  8061    0.28721E-02   -0.92835E-05    0.34042E-12   -0.83379E-04   -0.92835E-05    0.16030E-04   -0.20642E-14    0.17552E-06    0.34042E-12   -0.20642E-14    0.78435E-18   -0.14099E-10   -0.83379E-04    0.17552E-06   -0.14099E-10    0.27501E+01
  8062    0.28722E-02   -0.90460E-05    0.34030E-12   -0.83355E-04   -0.90460E-05    0.15948E-04   -0.20535E-14    0.17455E-06    0.34030E-12   -0.20535E-14    0.78392E-18   -0.14095E-10   -0.83355E-04    0.17455E-06   -0.14095E-10    0.27502E+01
  8063    0.28722E-02   -0.88087E-05    0.34019E-12   -0.83330E-04   -0.88087E-05    0.15866E-04   -0.20427E-14    0.17358E-06    0.34019E-12   -0.20427E-14    0.78350E-18   -0.14091E-10   -0.83330E-04    0.17358E-06   -0.14091E-10    0.27503E+01
  8064    0.28723E-02   -0.85714E-05    0.34008E-12   -0.83306E-04   -0.85714E-05    0.15785E-04   -0.20320E-14    0.17261E-06    0.34008E-12   -0.20320E-14    0.78307E-18   -0.14087E-10   -0.83306E-04    0.17261E-06   -0.14087E-10    0.27504E+01
  8065    0.28723E-02   -0.83342E-05    0.33996E-12   -0.83281E-04   -0.83342E-05    0.15703E-04   -0.20212E-14    0.17164E-06    0.33996E-12   -0.20212E-14    0.78264E-18   -0.14083E-10   -0.83281E-04    0.17164E-06   -0.14083E-10    0.27505E+01
  8066    0.28723E-02   -0.80971E-05    0.33985E-12   -0.83257E-04   -0.80971E-05    0.15622E-04   -0.20105E-14    0.17067E-06    0.33985E-12   -0.20105E-14    0.78222E-18   -0.14079E-10   -0.83257E-04    0.17067E-06   -0.14079E-10    0.27506E+01
  8067    0.28724E-02   -0.78600E-05    0.33973E-12   -0.83232E-04   -0.78600E-05    0.15540E-04   -0.19998E-14    0.16970E-06    0.33973E-12   -0.19998E-14    0.78179E-18   -0.14075E-10   -0.83232E-04    0.16970E-06   -0.14075E-10    0.27507E+01
  8068    0.28724E-02   -0.76230E-05    0.33962E-12   -0.83208E-04   -0.76230E-05    0.15459E-04   -0.19890E-14    0.16873E-06    0.33962E-12   -0.19890E-14    0.78137E-18   -0.14071E-10   -0.83208E-04    0.16873E-06   -0.14071E-10    0.27508E+01
  8069    0.28725E-02   -0.73861E-05    0.33951E-12   -0.83183E-04   -0.73861E-05    0.15377E-04   -0.19783E-14    0.16776E-06    0.33951E-12   -0.19783E-14    0.78094E-18   -0.14067E-10   -0.83183E-04    0.16776E-06   -0.14067E-10    0.27509E+01
  8070    0.28725E-02   -0.71493E-05    0.33939E-12   -0.83159E-04   -0.71493E-05    0.15296E-04   -0.19676E-14    0.16679E-06    0.33939E-12   -0.19676E-14    0.78052E-18   -0.14063E-10   -0.83159E-04    0.16679E-06   -0.14063E-10    0.27510E+01
  8071    0.28726E-02   -0.69126E-05    0.33928E-12   -0.83135E-04   -0.69126E-05    0.15215E-04   -0.19568E-14    0.16582E-06    0.33928E-12   -0.19568E-14    0.78009E-18   -0.14059E-10   -0.83135E-04    0.16582E-06   -0.14059E-10    0.27511E+01
  8072    0.28726E-02   -0.66759E-05    0.33916E-12   -0.83110E-04   -0.66759E-05    0.15133E-04   -0.19461E-14    0.16485E-06    0.33916E-12   -0.19461E-14    0.77967E-18   -0.14055E-10   -0.83110E-04    0.16485E-06   -0.14055E-10    0.27512E+01
  8073    0.28726E-02   -0.64394E-05    0.33905E-12   -0.83086E-04   -0.64394E-05    0.15052E-04   -0.19354E-14    0.16388E-06    0.33905E-12   -0.19354E-14    0.77924E-18   -0.14051E-10   -0.83086E-04    0.16388E-06   -0.14051E-10    0.27513E+01
  8074    0.28727E-02   -0.62029E-05    0.33894E-12   -0.83061E-04   -0.62029E-05    0.14971E-04   -0.19247E-14    0.16291E-06    0.33894E-12   -0.19247E-14    0.77882E-18   -0.14047E-10   -0.83061E-04    0.16291E-06   -0.14047E-10    0.27514E+01
  8075    0.28727E-02   -0.59665E-05    0.33883E-12   -0.83037E-04   -0.59665E-05    0.14890E-04   -0.19140E-14    0.16194E-06    0.33883E-12   -0.19140E-14    0.77839E-18   -0.14043E-10   -0.83037E-04    0.16194E-06   -0.14043E-10    0.27515E+01
  8076    0.28728E-02   -0.57302E-05    0.33871E-12   -0.83013E-04   -0.57302E-05    0.14808E-04   -0.19033E-14    0.16098E-06    0.33871E-12   -0.19033E-14    0.77797E-18   -0.14039E-10   -0.83013E-04    0.16098E-06   -0.14039E-10    0.27516E+01
  8077    0.28728E-02   -0.54939E-05    0.33860E-12   -0.82988E-04   -0.54939E-05    0.14727E-04   -0.18926E-14    0.16001E-06    0.33860E-12   -0.18926E-14    0.77755E-18   -0.14035E-10   -0.82988E-04    0.16001E-06   -0.14035E-10    0.27517E+01
  8078    0.28729E-02   -0.52578E-05    0.33849E-12   -0.82964E-04   -0.52578E-05    0.14646E-04   -0.18819E-14    0.15904E-06    0.33849E-12   -0.18819E-14    0.77713E-18   -0.14031E-10   -0.82964E-04    0.15904E-06   -0.14031E-10    0.27519E+01
  8079    0.28729E-02   -0.50218E-05    0.33837E-12   -0.82939E-04   -0.50218E-05    0.14565E-04   -0.18712E-14    0.15808E-06    0.33837E-12   -0.18712E-14    0.77670E-18   -0.14027E-10   -0.82939E-04    0.15808E-06   -0.14027E-10    0.27520E+01
  8080    0.28730E-02   -0.47858E-05    0.33826E-12   -0.82915E-04   -0.47858E-05    0.14484E-04   -0.18605E-14    0.15711E-06    0.33826E-12   -0.18605E-14    0.77628E-18   -0.14023E-10   -0.82915E-04    0.15711E-06   -0.14023E-10    0.27521E+01
  8081    0.28730E-02   -0.45500E-05    0.33815E-12   -0.82891E-04   -0.45500E-05    0.14403E-04   -0.18498E-14    0.15614E-06    0.33815E-12   -0.18498E-14    0.77586E-18   -0.14019E-10   -0.82891E-04    0.15614E-06   -0.14019E-10    0.27522E+01
  8082    0.28731E-02   -0.43142E-05    0.33804E-12   -0.82866E-04   -0.43142E-05    0.14322E-04   -0.18391E-14    0.15518E-06    0.33804E-12   -0.18391E-14    0.77544E-18   -0.14015E-10   -0.82866E-04    0.15518E-06   -0.14015E-10    0.27523E+01
  8083    0.28731E-02   -0.40786E-05    0.33792E-12   -0.82842E-04   -0.40786E-05    0.14241E-04   -0.18284E-14    0.15421E-06    0.33792E-12   -0.18284E-14    0.77502E-18   -0.14011E-10   -0.82842E-04    0.15421E-06   -0.14011E-10    0.27524E+01
  8084    0.28732E-02   -0.38430E-05    0.33781E-12   -0.82818E-04   -0.38430E-05    0.14160E-04   -0.18177E-14    0.15325E-06    0.33781E-12   -0.18177E-14    0.77459E-18   -0.14007E-10   -0.82818E-04    0.15325E-06   -0.14007E-10    0.27525E+01
  8085    0.28732E-02   -0.36076E-05    0.33770E-12   -0.82794E-04   -0.36076E-05    0.14080E-04   -0.18070E-14    0.15229E-06    0.33770E-12   -0.18070E-14    0.77417E-18   -0.14003E-10   -0.82794E-04    0.15229E-06   -0.14003E-10    0.27526E+01
  8086    0.28733E-02   -0.33723E-05    0.33759E-12   -0.82769E-04   -0.33723E-05    0.13999E-04   -0.17964E-14    0.15132E-06    0.33759E-12   -0.17964E-14    0.77375E-18   -0.13999E-10   -0.82769E-04    0.15132E-06   -0.13999E-10    0.27527E+01
  8087    0.28733E-02   -0.31370E-05    0.33747E-12   -0.82745E-04   -0.31370E-05    0.13918E-04   -0.17857E-14    0.15036E-06    0.33747E-12   -0.17857E-14    0.77333E-18   -0.13995E-10   -0.82745E-04    0.15036E-06   -0.13995E-10    0.27528E+01
  8088    0.28734E-02   -0.29019E-05    0.33736E-12   -0.82721E-04   -0.29019E-05    0.13838E-04   -0.17750E-14    0.14940E-06    0.33736E-12   -0.17750E-14    0.77291E-18   -0.13991E-10   -0.82721E-04    0.14940E-06   -0.13991E-10    0.27529E+01
  8089    0.28735E-02   -0.26669E-05    0.33725E-12   -0.82696E-04   -0.26669E-05    0.13757E-04   -0.17644E-14    0.14843E-06    0.33725E-12   -0.17644E-14    0.77249E-18   -0.13987E-10   -0.82696E-04    0.14843E-06   -0.13987E-10    0.27530E+01
  8090    0.28735E-02   -0.24320E-05    0.33714E-12   -0.82672E-04   -0.24320E-05    0.13676E-04   -0.17537E-14    0.14747E-06    0.33714E-12   -0.17537E-14    0.77207E-18   -0.13983E-10   -0.82672E-04    0.14747E-06   -0.13983E-10    0.27531E+01
  8091    0.28736E-02   -0.21972E-05    0.33703E-12   -0.82648E-04   -0.21972E-05    0.13596E-04   -0.17431E-14    0.14651E-06    0.33703E-12   -0.17431E-14    0.77165E-18   -0.13979E-10   -0.82648E-04    0.14651E-06   -0.13979E-10    0.27532E+01
  8092    0.28736E-02   -0.19625E-05    0.33692E-12   -0.82624E-04   -0.19625E-05    0.13515E-04   -0.17324E-14    0.14555E-06    0.33692E-12   -0.17324E-14    0.77124E-18   -0.13975E-10   -0.82624E-04    0.14555E-06   -0.13975E-10    0.27533E+01
  8093    0.28737E-02   -0.17279E-05    0.33680E-12   -0.82599E-04   -0.17279E-05    0.13435E-04   -0.17218E-14    0.14459E-06    0.33680E-12   -0.17218E-14    0.77082E-18   -0.13971E-10   -0.82599E-04    0.14459E-06   -0.13971E-10    0.27534E+01
  8094    0.28737E-02   -0.14934E-05    0.33669E-12   -0.82575E-04   -0.14934E-05    0.13354E-04   -0.17112E-14    0.14363E-06    0.33669E-12   -0.17112E-14    0.77040E-18   -0.13967E-10   -0.82575E-04    0.14363E-06   -0.13967E-10    0.27535E+01
  8095    0.28738E-02   -0.12591E-05    0.33658E-12   -0.82551E-04   -0.12591E-05    0.13274E-04   -0.17005E-14    0.14267E-06    0.33658E-12   -0.17005E-14    0.76998E-18   -0.13963E-10   -0.82551E-04    0.14267E-06   -0.13963E-10    0.27536E+01
  8096    0.28738E-02   -0.10249E-05    0.33647E-12   -0.82527E-04   -0.10249E-05    0.13194E-04   -0.16899E-14    0.14171E-06    0.33647E-12   -0.16899E-14    0.76956E-18   -0.13959E-10   -0.82527E-04    0.14171E-06   -0.13959E-10    0.27537E+01
  8097    0.28739E-02   -0.79078E-06    0.33636E-12   -0.82503E-04   -0.79078E-06    0.13113E-04   -0.16793E-14    0.14075E-06    0.33636E-12   -0.16793E-14    0.76914E-18   -0.13955E-10   -0.82503E-04    0.14075E-06   -0.13955E-10    0.27538E+01
  8098    0.28740E-02   -0.55680E-06    0.33625E-12   -0.82478E-04   -0.55680E-06    0.13033E-04   -0.16687E-14    0.13979E-06    0.33625E-12   -0.16687E-14    0.76873E-18   -0.13951E-10   -0.82478E-04    0.13979E-06   -0.13951E-10    0.27539E+01
  8099    0.28740E-02   -0.32294E-06    0.33614E-12   -0.82454E-04   -0.32294E-06    0.12953E-04   -0.16581E-14    0.13884E-06    0.33614E-12   -0.16581E-14    0.76831E-18   -0.13947E-10   -0.82454E-04    0.13884E-06   -0.13947E-10    0.27541E+01
  8100    0.28741E-02   -0.89210E-07    0.33603E-12   -0.82430E-04   -0.89210E-07    0.12873E-04   -0.16474E-14    0.13788E-06    0.33603E-12   -0.16474E-14    0.76789E-18   -0.13943E-10   -0.82430E-04    0.13788E-06   -0.13943E-10    0.27542E+01
  8101    0.28741E-02    0.14439E-06    0.33591E-12   -0.82406E-04    0.14439E-06    0.12793E-04   -0.16368E-14    0.13692E-06    0.33591E-12   -0.16368E-14    0.76748E-18   -0.13939E-10   -0.82406E-04    0.13692E-06   -0.13939E-10    0.27543E+01
  8102    0.28742E-02    0.37787E-06    0.33580E-12   -0.82382E-04    0.37787E-06    0.12713E-04   -0.16263E-14    0.13597E-06    0.33580E-12   -0.16263E-14    0.76706E-18   -0.13935E-10   -0.82382E-04    0.13597E-06   -0.13935E-10    0.27544E+01
  8103    0.28743E-02    0.61122E-06    0.33569E-12   -0.82358E-04    0.61122E-06    0.12633E-04   -0.16157E-14    0.13501E-06    0.33569E-12   -0.16157E-14    0.76664E-18   -0.13931E-10   -0.82358E-04    0.13501E-06   -0.13931E-10    0.27545E+01
  8104    0.28743E-02    0.84444E-06    0.33558E-12   -0.82334E-04    0.84444E-06    0.12553E-04   -0.16051E-14    0.13405E-06    0.33558E-12   -0.16051E-14    0.76623E-18   -0.13927E-10   -0.82334E-04    0.13405E-06   -0.13927E-10    0.27546E+01
  8105    0.28744E-02    0.10775E-05    0.33547E-12   -0.82309E-04    0.10775E-05    0.12473E-04   -0.15945E-14    0.13310E-06    0.33547E-12   -0.15945E-14    0.76581E-18   -0.13923E-10   -0.82309E-04    0.13310E-06   -0.13923E-10    0.27547E+01
  8106    0.28744E-02    0.13105E-05    0.33536E-12   -0.82285E-04    0.13105E-05    0.12393E-04   -0.15839E-14    0.13215E-06    0.33536E-12   -0.15839E-14    0.76540E-18   -0.13919E-10   -0.82285E-04    0.13215E-06   -0.13919E-10    0.27548E+01
  8107    0.28745E-02    0.15433E-05    0.33525E-12   -0.82261E-04    0.15433E-05    0.12313E-04   -0.15734E-14    0.13119E-06    0.33525E-12   -0.15734E-14    0.76498E-18   -0.13915E-10   -0.82261E-04    0.13119E-06   -0.13915E-10    0.27549E+01
  8108    0.28746E-02    0.17760E-05    0.33514E-12   -0.82237E-04    0.17760E-05    0.12233E-04   -0.15628E-14    0.13024E-06    0.33514E-12   -0.15628E-14    0.76457E-18   -0.13911E-10   -0.82237E-04    0.13024E-06   -0.13911E-10    0.27550E+01
  8109    0.28746E-02    0.20085E-05    0.33503E-12   -0.82213E-04    0.20085E-05    0.12154E-04   -0.15522E-14    0.12929E-06    0.33503E-12   -0.15522E-14    0.76415E-18   -0.13907E-10   -0.82213E-04    0.12929E-06   -0.13907E-10    0.27551E+01
  8110    0.28747E-02    0.22409E-05    0.33492E-12   -0.82189E-04    0.22409E-05    0.12074E-04   -0.15417E-14    0.12834E-06    0.33492E-12   -0.15417E-14    0.76374E-18   -0.13903E-10   -0.82189E-04    0.12834E-06   -0.13903E-10    0.27552E+01
  8111    0.28747E-02    0.24732E-05    0.33481E-12   -0.82165E-04    0.24732E-05    0.11995E-04   -0.15311E-14    0.12738E-06    0.33481E-12   -0.15311E-14    0.76333E-18   -0.13899E-10   -0.82165E-04    0.12738E-06   -0.13899E-10    0.27553E+01
  8112    0.28748E-02    0.27053E-05    0.33470E-12   -0.82141E-04    0.27053E-05    0.11915E-04   -0.15206E-14    0.12643E-06    0.33470E-12   -0.15206E-14    0.76291E-18   -0.13895E-10   -0.82141E-04    0.12643E-06   -0.13895E-10    0.27554E+01
  8113    0.28749E-02    0.29373E-05    0.33459E-12   -0.82117E-04    0.29373E-05    0.11836E-04   -0.15101E-14    0.12548E-06    0.33459E-12   -0.15101E-14    0.76250E-18   -0.13892E-10   -0.82117E-04    0.12548E-06   -0.13892E-10    0.27555E+01
  8114    0.28749E-02    0.31691E-05    0.33448E-12   -0.82093E-04    0.31691E-05    0.11756E-04   -0.14995E-14    0.12453E-06    0.33448E-12   -0.14995E-14    0.76209E-18   -0.13888E-10   -0.82093E-04    0.12453E-06   -0.13888E-10    0.27556E+01
  8115    0.28750E-02    0.34008E-05    0.33437E-12   -0.82069E-04    0.34008E-05    0.11677E-04   -0.14890E-14    0.12358E-06    0.33437E-12   -0.14890E-14    0.76167E-18   -0.13884E-10   -0.82069E-04    0.12358E-06   -0.13884E-10    0.27557E+01
  8116    0.28750E-02    0.36323E-05    0.33426E-12   -0.82045E-04    0.36323E-05    0.11597E-04   -0.14785E-14    0.12264E-06    0.33426E-12   -0.14785E-14    0.76126E-18   -0.13880E-10   -0.82045E-04    0.12264E-06   -0.13880E-10    0.27558E+01
  8117    0.28751E-02    0.38637E-05    0.33415E-12   -0.82021E-04    0.38637E-05    0.11518E-04   -0.14680E-14    0.12169E-06    0.33415E-12   -0.14680E-14    0.76085E-18   -0.13876E-10   -0.82021E-04    0.12169E-06   -0.13876E-10    0.27559E+01
  8118    0.28752E-02    0.40949E-05    0.33404E-12   -0.81997E-04    0.40949E-05    0.11439E-04   -0.14575E-14    0.12074E-06    0.33404E-12   -0.14575E-14    0.76044E-18   -0.13872E-10   -0.81997E-04    0.12074E-06   -0.13872E-10    0.27560E+01
  8119    0.28752E-02    0.43260E-05    0.33393E-12   -0.81973E-04    0.43260E-05    0.11360E-04   -0.14470E-14    0.11979E-06    0.33393E-12   -0.14470E-14    0.76002E-18   -0.13868E-10   -0.81973E-04    0.11979E-06   -0.13868E-10    0.27561E+01
  8120    0.28753E-02    0.45569E-05    0.33382E-12   -0.81949E-04    0.45569E-05    0.11281E-04   -0.14365E-14    0.11885E-06    0.33382E-12   -0.14365E-14    0.75961E-18   -0.13864E-10   -0.81949E-04    0.11885E-06   -0.13864E-10    0.27562E+01
