#    L    TxT            TxE            TxP            TxW1           ExT            ExE            ExP            ExW1           PxT            PxE            PxP            PxW1           W1xT           W1xE           W1xP           W1xW1       
   715    0.18124E+04   -0.11006E+03   -0.17005E-08   -0.37666E-10   -0.11006E+03    0.34821E+02    0.25906E-08   -0.14484E-14   -0.17005E-08    0.25906E-08    0.18988E-13    0.68624E-08   -0.37666E-10   -0.14484E-14    0.68624E-08    0.25440E+00
   716    0.18189E+04   -0.11120E+03   -0.18811E-08   -0.38319E-10   -0.11120E+03    0.34674E+02    0.25745E-08   -0.14735E-14   -0.18811E-08    0.25745E-08    0.18894E-13    0.68504E-08   -0.38319E-10   -0.14735E-14    0.68504E-08    0.25466E+00
   717    0.18255E+04   -0.11230E+03   -0.20593E-08   -0.38785E-10   -0.11230E+03    0.34522E+02    0.25581E-08   -0.14914E-14   -0.20593E-08    0.25581E-08    0.18800E-13    0.68384E-08   -0.38785E-10   -0.14914E-14    0.68384E-08    0.25493E+00
   718    0.18321E+04   -0.11339E+03   -0.22348E-08   -0.39071E-10   -0.11339E+03    0.34366E+02    0.25416E-08   -0.15024E-14   -0.22348E-08    0.25416E-08    0.18706E-13    0.68265E-08   -0.39071E-10   -0.15024E-14    0.68265E-08    0.25519E+00
   719    0.18389E+04   -0.11444E+03   -0.24077E-08   -0.39184E-10   -0.11444E+03    0.34202E+02    0.25247E-08   -0.15067E-14   -0.24077E-08    0.25247E-08    0.18614E-13    0.68145E-08   -0.39184E-10   -0.15067E-14    0.68145E-08    0.25545E+00
   720    0.18457E+04   -0.11547E+03   -0.25781E-08   -0.39133E-10   -0.11547E+03    0.34036E+02    0.25077E-08   -0.15048E-14   -0.25781E-08    0.25077E-08    0.18522E-13    0.68027E-08   -0.39133E-10   -0.15048E-14    0.68027E-08    0.25571E+00
   721    0.18529E+04   -0.11646E+03   -0.27458E-08   -0.38926E-10   -0.11646E+03    0.33865E+02    0.24904E-08   -0.14968E-14   -0.27458E-08    0.24904E-08    0.18430E-13    0.67908E-08   -0.38926E-10   -0.14968E-14    0.67908E-08    0.25598E+00
   722    0.18599E+04   -0.11742E+03   -0.29108E-08   -0.38570E-10   -0.11742E+03    0.33689E+02    0.24730E-08   -0.14831E-14   -0.29108E-08    0.24730E-08    0.18340E-13    0.67790E-08   -0.38570E-10   -0.14831E-14    0.67790E-08    0.25624E+00
   723    0.18671E+04   -0.11836E+03   -0.30732E-08   -0.38073E-10   -0.11836E+03    0.33509E+02    0.24553E-08   -0.14640E-14   -0.30732E-08    0.24553E-08    0.18249E-13    0.67672E-08   -0.38073E-10   -0.14640E-14    0.67672E-08    0.25650E+00
   724    0.18744E+04   -0.11928E+03   -0.32330E-08   -0.37443E-10   -0.11928E+03    0.33323E+02    0.24374E-08   -0.14398E-14   -0.32330E-08    0.24374E-08    0.18160E-13    0.67554E-08   -0.37443E-10   -0.14398E-14    0.67554E-08    0.25676E+00
   725    0.18817E+04   -0.12015E+03   -0.33901E-08   -0.36687E-10   -0.12015E+03    0.33134E+02    0.24192E-08   -0.14107E-14   -0.33901E-08    0.24192E-08    0.18071E-13    0.67437E-08   -0.36687E-10   -0.14107E-14    0.67437E-08    0.25702E+00
   726    0.18893E+04   -0.12099E+03   -0.35445E-08   -0.35815E-10   -0.12099E+03    0.32943E+02    0.24009E-08   -0.13772E-14   -0.35445E-08    0.24009E-08    0.17982E-13    0.67320E-08   -0.35815E-10   -0.13772E-14    0.67320E-08    0.25728E+00
   727    0.18968E+04   -0.12182E+03   -0.36962E-08   -0.34833E-10   -0.12182E+03    0.32745E+02    0.23824E-08   -0.13394E-14   -0.36962E-08    0.23824E-08    0.17894E-13    0.67203E-08   -0.34833E-10   -0.13394E-14    0.67203E-08    0.25754E+00
   728    0.19044E+04   -0.12260E+03   -0.38451E-08   -0.33749E-10   -0.12260E+03    0.32542E+02    0.23637E-08   -0.12977E-14   -0.38451E-08    0.23637E-08    0.17807E-13    0.67087E-08   -0.33749E-10   -0.12977E-14    0.67087E-08    0.25780E+00
   729    0.19121E+04   -0.12336E+03   -0.39914E-08   -0.32571E-10   -0.12336E+03    0.32336E+02    0.23448E-08   -0.12524E-14   -0.39914E-08    0.23448E-08    0.17720E-13    0.66971E-08   -0.32571E-10   -0.12524E-14    0.66971E-08    0.25806E+00
   730    0.19198E+04   -0.12408E+03   -0.41349E-08   -0.31307E-10   -0.12408E+03    0.32126E+02    0.23258E-08   -0.12038E-14   -0.41349E-08    0.23258E-08    0.17634E-13    0.66855E-08   -0.31307E-10   -0.12038E-14    0.66855E-08    0.25831E+00
   731    0.19277E+04   -0.12477E+03   -0.42756E-08   -0.29964E-10   -0.12477E+03    0.31911E+02    0.23065E-08   -0.11522E-14   -0.42756E-08    0.23065E-08    0.17548E-13    0.66740E-08   -0.29964E-10   -0.11522E-14    0.66740E-08    0.25857E+00
   732    0.19356E+04   -0.12542E+03   -0.44136E-08   -0.28552E-10   -0.12542E+03    0.31694E+02    0.22871E-08   -0.10979E-14   -0.44136E-08    0.22871E-08    0.17464E-13    0.66625E-08   -0.28552E-10   -0.10979E-14    0.66625E-08    0.25883E+00
   733    0.19436E+04   -0.12605E+03   -0.45488E-08   -0.27076E-10   -0.12605E+03    0.31472E+02    0.22676E-08   -0.10412E-14   -0.45488E-08    0.22676E-08    0.17379E-13    0.66510E-08   -0.27076E-10   -0.10412E-14    0.66510E-08    0.25909E+00
   734    0.19516E+04   -0.12663E+03   -0.46812E-08   -0.25546E-10   -0.12663E+03    0.31247E+02    0.22478E-08   -0.98232E-15   -0.46812E-08    0.22478E-08    0.17295E-13    0.66396E-08   -0.25546E-10   -0.98232E-15    0.66396E-08    0.25934E+00
   735    0.19597E+04   -0.12719E+03   -0.48108E-08   -0.23969E-10   -0.12719E+03    0.31018E+02    0.22279E-08   -0.92168E-15   -0.48108E-08    0.22279E-08    0.17212E-13    0.66282E-08   -0.23969E-10   -0.92168E-15    0.66282E-08    0.25960E+00
   736    0.19678E+04   -0.12771E+03   -0.49376E-08   -0.22353E-10   -0.12771E+03    0.30785E+02    0.22079E-08   -0.85953E-15   -0.49376E-08    0.22079E-08    0.17129E-13    0.66168E-08   -0.22353E-10   -0.85953E-15    0.66168E-08    0.25985E+00
   737    0.19760E+04   -0.12820E+03   -0.50615E-08   -0.20705E-10   -0.12820E+03    0.30551E+02    0.21877E-08   -0.79618E-15   -0.50615E-08    0.21877E-08    0.17047E-13    0.66055E-08   -0.20705E-10   -0.79618E-15    0.66055E-08    0.26011E+00
   738    0.19841E+04   -0.12864E+03   -0.51826E-08   -0.19034E-10   -0.12864E+03    0.30313E+02    0.21674E-08   -0.73193E-15   -0.51826E-08    0.21674E-08    0.16966E-13    0.65942E-08   -0.19034E-10   -0.73193E-15    0.65942E-08    0.26036E+00
   739    0.19924E+04   -0.12906E+03   -0.53009E-08   -0.17348E-10   -0.12906E+03    0.30071E+02    0.21469E-08   -0.66707E-15   -0.53009E-08    0.21469E-08    0.16884E-13    0.65829E-08   -0.17348E-10   -0.66707E-15    0.65829E-08    0.26062E+00
   740    0.20006E+04   -0.12945E+03   -0.54162E-08   -0.15653E-10   -0.12945E+03    0.29826E+02    0.21263E-08   -0.60191E-15   -0.54162E-08    0.21263E-08    0.16804E-13    0.65716E-08   -0.15653E-10   -0.60191E-15    0.65716E-08    0.26087E+00
   741    0.20089E+04   -0.12980E+03   -0.55287E-08   -0.13959E-10   -0.12980E+03    0.29578E+02    0.21056E-08   -0.53676E-15   -0.55287E-08    0.21056E-08    0.16724E-13    0.65604E-08   -0.13959E-10   -0.53676E-15    0.65604E-08    0.26113E+00
   742    0.20173E+04   -0.13011E+03   -0.56383E-08   -0.12272E-10   -0.13011E+03    0.29329E+02    0.20847E-08   -0.47190E-15   -0.56383E-08    0.20847E-08    0.16645E-13    0.65493E-08   -0.12272E-10   -0.47190E-15    0.65493E-08    0.26138E+00
   743    0.20256E+04   -0.13039E+03   -0.57449E-08   -0.10601E-10   -0.13039E+03    0.29078E+02    0.20638E-08   -0.40765E-15   -0.57449E-08    0.20638E-08    0.16566E-13    0.65381E-08   -0.10601E-10   -0.40765E-15    0.65381E-08    0.26163E+00
   744    0.20340E+04   -0.13063E+03   -0.58487E-08   -0.89537E-11   -0.13063E+03    0.28823E+02    0.20427E-08   -0.34430E-15   -0.58487E-08    0.20427E-08    0.16488E-13    0.65270E-08   -0.89537E-11   -0.34430E-15    0.65270E-08    0.26189E+00
   745    0.20424E+04   -0.13084E+03   -0.59495E-08   -0.73375E-11   -0.13084E+03    0.28566E+02    0.20215E-08   -0.28215E-15   -0.59495E-08    0.20215E-08    0.16410E-13    0.65159E-08   -0.73375E-11   -0.28215E-15    0.65159E-08    0.26214E+00
   746    0.20507E+04   -0.13100E+03   -0.60473E-08   -0.57604E-11   -0.13100E+03    0.28307E+02    0.20002E-08   -0.22150E-15   -0.60473E-08    0.20002E-08    0.16333E-13    0.65049E-08   -0.57604E-11   -0.22150E-15    0.65049E-08    0.26239E+00
   747    0.20590E+04   -0.13114E+03   -0.61422E-08   -0.42303E-11   -0.13114E+03    0.28045E+02    0.19788E-08   -0.16267E-15   -0.61422E-08    0.19788E-08    0.16256E-13    0.64939E-08   -0.42303E-11   -0.16267E-15    0.64939E-08    0.26264E+00
   748    0.20674E+04   -0.13124E+03   -0.62341E-08   -0.27550E-11   -0.13124E+03    0.27782E+02    0.19574E-08   -0.10594E-15   -0.62341E-08    0.19574E-08    0.16180E-13    0.64829E-08   -0.27550E-11   -0.10594E-15    0.64829E-08    0.26289E+00
   749    0.20759E+04   -0.13131E+03   -0.63230E-08   -0.13423E-11   -0.13131E+03    0.27515E+02    0.19358E-08   -0.51614E-16   -0.63230E-08    0.19358E-08    0.16105E-13    0.64720E-08   -0.13423E-11   -0.51614E-16    0.64720E-08    0.26314E+00
   750    0.20842E+04   -0.13134E+03   -0.64089E-08    0.00000E+00   -0.13134E+03    0.27248E+02    0.19141E-08    0.00000E+00   -0.64089E-08    0.19141E-08    0.16030E-13    0.64611E-08    0.00000E+00    0.00000E+00    0.64611E-08    0.26339E+00
   751    0.20926E+04   -0.13134E+03   -0.64918E-08    0.12656E-11   -0.13134E+03    0.26978E+02    0.18924E-08    0.48665E-16   -0.64918E-08    0.18924E-08    0.15955E-13    0.64502E-08    0.12656E-11    0.48665E-16    0.64502E-08    0.26364E+00
   752    0.21010E+04   -0.13129E+03   -0.65717E-08    0.24544E-11   -0.13129E+03    0.26708E+02    0.18706E-08    0.94380E-16   -0.65717E-08    0.18706E-08    0.15881E-13    0.64394E-08    0.24544E-11    0.94380E-16    0.64394E-08    0.26389E+00
   753    0.21093E+04   -0.13121E+03   -0.66487E-08    0.35682E-11   -0.13121E+03    0.26435E+02    0.18487E-08    0.13721E-15   -0.66487E-08    0.18487E-08    0.15808E-13    0.64285E-08    0.35682E-11    0.13721E-15    0.64285E-08    0.26414E+00
   754    0.21175E+04   -0.13109E+03   -0.67229E-08    0.46083E-11   -0.13109E+03    0.26162E+02    0.18268E-08    0.17720E-15   -0.67229E-08    0.18268E-08    0.15735E-13    0.64178E-08    0.46083E-11    0.17720E-15    0.64178E-08    0.26439E+00
   755    0.21259E+04   -0.13094E+03   -0.67943E-08    0.55765E-11   -0.13094E+03    0.25887E+02    0.18047E-08    0.21443E-15   -0.67943E-08    0.18047E-08    0.15663E-13    0.64070E-08    0.55765E-11    0.21443E-15    0.64070E-08    0.26463E+00
   756    0.21340E+04   -0.13075E+03   -0.68630E-08    0.64742E-11   -0.13075E+03    0.25612E+02    0.17826E-08    0.24895E-15   -0.68630E-08    0.17826E-08    0.15591E-13    0.63963E-08    0.64742E-11    0.24895E-15    0.63963E-08    0.26488E+00
   757    0.21423E+04   -0.13052E+03   -0.69290E-08    0.73031E-11   -0.13052E+03    0.25336E+02    0.17605E-08    0.28082E-15   -0.69290E-08    0.17605E-08    0.15519E-13    0.63856E-08    0.73031E-11    0.28082E-15    0.63856E-08    0.26513E+00
   758    0.21504E+04   -0.13026E+03   -0.69925E-08    0.80646E-11   -0.13026E+03    0.25058E+02    0.17382E-08    0.31011E-15   -0.69925E-08    0.17382E-08    0.15448E-13    0.63750E-08    0.80646E-11    0.31011E-15    0.63750E-08    0.26537E+00
   759    0.21586E+04   -0.12997E+03   -0.70534E-08    0.87604E-11   -0.12997E+03    0.24780E+02    0.17159E-08    0.33686E-15   -0.70534E-08    0.17159E-08    0.15378E-13    0.63643E-08    0.87604E-11    0.33686E-15    0.63643E-08    0.26562E+00
   760    0.21666E+04   -0.12964E+03   -0.71118E-08    0.93920E-11   -0.12964E+03    0.24501E+02    0.16936E-08    0.36115E-15   -0.71118E-08    0.16936E-08    0.15307E-13    0.63537E-08    0.93920E-11    0.36115E-15    0.63537E-08    0.26587E+00
   761    0.21745E+04   -0.12927E+03   -0.71678E-08    0.99610E-11   -0.12927E+03    0.24222E+02    0.16711E-08    0.38303E-15   -0.71678E-08    0.16711E-08    0.15238E-13    0.63432E-08    0.99610E-11    0.38303E-15    0.63432E-08    0.26611E+00
   762    0.21826E+04   -0.12887E+03   -0.72215E-08    0.10469E-10   -0.12887E+03    0.23944E+02    0.16486E-08    0.40256E-15   -0.72215E-08    0.16486E-08    0.15169E-13    0.63326E-08    0.10469E-10    0.40256E-15    0.63326E-08    0.26636E+00
   763    0.21904E+04   -0.12843E+03   -0.72728E-08    0.10917E-10   -0.12843E+03    0.23665E+02    0.16261E-08    0.41981E-15   -0.72728E-08    0.16261E-08    0.15100E-13    0.63221E-08    0.10917E-10    0.41981E-15    0.63221E-08    0.26660E+00
   764    0.21983E+04   -0.12797E+03   -0.73220E-08    0.11308E-10   -0.12797E+03    0.23386E+02    0.16035E-08    0.43482E-15   -0.73220E-08    0.16035E-08    0.15031E-13    0.63116E-08    0.11308E-10    0.43482E-15    0.63116E-08    0.26685E+00
   765    0.22060E+04   -0.12746E+03   -0.73689E-08    0.11642E-10   -0.12746E+03    0.23106E+02    0.15808E-08    0.44767E-15   -0.73689E-08    0.15808E-08    0.14963E-13    0.63011E-08    0.11642E-10    0.44767E-15    0.63011E-08    0.26709E+00
   766    0.22137E+04   -0.12692E+03   -0.74138E-08    0.11922E-10   -0.12692E+03    0.22828E+02    0.15581E-08    0.45842E-15   -0.74138E-08    0.15581E-08    0.14895E-13    0.62907E-08    0.11922E-10    0.45842E-15    0.62907E-08    0.26733E+00
   767    0.22213E+04   -0.12634E+03   -0.74566E-08    0.12148E-10   -0.12634E+03    0.22551E+02    0.15353E-08    0.46712E-15   -0.74566E-08    0.15353E-08    0.14828E-13    0.62802E-08    0.12148E-10    0.46712E-15    0.62802E-08    0.26758E+00
   768    0.22288E+04   -0.12572E+03   -0.74973E-08    0.12322E-10   -0.12572E+03    0.22273E+02    0.15125E-08    0.47383E-15   -0.74973E-08    0.15125E-08    0.14761E-13    0.62698E-08    0.12322E-10    0.47383E-15    0.62698E-08    0.26782E+00
   769    0.22362E+04   -0.12508E+03   -0.75362E-08    0.12447E-10   -0.12508E+03    0.21996E+02    0.14896E-08    0.47861E-15   -0.75362E-08    0.14896E-08    0.14694E-13    0.62594E-08    0.12447E-10    0.47861E-15    0.62594E-08    0.26806E+00
   770    0.22435E+04   -0.12441E+03   -0.75732E-08    0.12523E-10   -0.12441E+03    0.21720E+02    0.14667E-08    0.48153E-15   -0.75732E-08    0.14667E-08    0.14628E-13    0.62491E-08    0.12523E-10    0.48153E-15    0.62491E-08    0.26831E+00
   771    0.22508E+04   -0.12369E+03   -0.76084E-08    0.12552E-10   -0.12369E+03    0.21445E+02    0.14437E-08    0.48265E-15   -0.76084E-08    0.14437E-08    0.14562E-13    0.62387E-08    0.12552E-10    0.48265E-15    0.62387E-08    0.26855E+00
   772    0.22579E+04   -0.12294E+03   -0.76418E-08    0.12535E-10   -0.12294E+03    0.21171E+02    0.14207E-08    0.48201E-15   -0.76418E-08    0.14207E-08    0.14497E-13    0.62284E-08    0.12535E-10    0.48201E-15    0.62284E-08    0.26879E+00
   773    0.22649E+04   -0.12216E+03   -0.76735E-08    0.12475E-10   -0.12216E+03    0.20899E+02    0.13976E-08    0.47970E-15   -0.76735E-08    0.13976E-08    0.14431E-13    0.62181E-08    0.12475E-10    0.47970E-15    0.62181E-08    0.26903E+00
   774    0.22718E+04   -0.12135E+03   -0.77036E-08    0.12372E-10   -0.12135E+03    0.20628E+02    0.13745E-08    0.47575E-15   -0.77036E-08    0.13745E-08    0.14366E-13    0.62078E-08    0.12372E-10    0.47575E-15    0.62078E-08    0.26927E+00
   775    0.22787E+04   -0.12051E+03   -0.77322E-08    0.12229E-10   -0.12051E+03    0.20359E+02    0.13514E-08    0.47025E-15   -0.77322E-08    0.13514E-08    0.14301E-13    0.61976E-08    0.12229E-10    0.47025E-15    0.61976E-08    0.26952E+00
   776    0.22853E+04   -0.11964E+03   -0.77592E-08    0.12047E-10   -0.11964E+03    0.20091E+02    0.13282E-08    0.46323E-15   -0.77592E-08    0.13282E-08    0.14237E-13    0.61873E-08    0.12047E-10    0.46323E-15    0.61873E-08    0.26976E+00
   777    0.22918E+04   -0.11873E+03   -0.77848E-08    0.11827E-10   -0.11873E+03    0.19825E+02    0.13050E-08    0.45478E-15   -0.77848E-08    0.13050E-08    0.14172E-13    0.61771E-08    0.11827E-10    0.45478E-15    0.61771E-08    0.27000E+00
   778    0.22985E+04   -0.11778E+03   -0.78090E-08    0.11571E-10   -0.11778E+03    0.19562E+02    0.12817E-08    0.44494E-15   -0.78090E-08    0.12817E-08    0.14108E-13    0.61668E-08    0.11571E-10    0.44494E-15    0.61668E-08    0.27024E+00
   779    0.23047E+04   -0.11681E+03   -0.78318E-08    0.11281E-10   -0.11681E+03    0.19300E+02    0.12584E-08    0.43377E-15   -0.78318E-08    0.12584E-08    0.14045E-13    0.61566E-08    0.11281E-10    0.43377E-15    0.61566E-08    0.27048E+00
   780    0.23109E+04   -0.11581E+03   -0.78534E-08    0.10957E-10   -0.11581E+03    0.19039E+02    0.12351E-08    0.42134E-15   -0.78534E-08    0.12351E-08    0.13981E-13    0.61464E-08    0.10957E-10    0.42134E-15    0.61464E-08    0.27072E+00
   781    0.23170E+04   -0.11478E+03   -0.78738E-08    0.10603E-10   -0.11478E+03    0.18782E+02    0.12117E-08    0.40771E-15   -0.78738E-08    0.12117E-08    0.13918E-13    0.61363E-08    0.10603E-10    0.40771E-15    0.61363E-08    0.27096E+00
   782    0.23229E+04   -0.11374E+03   -0.78930E-08    0.10218E-10   -0.11374E+03    0.18527E+02    0.11884E-08    0.39293E-15   -0.78930E-08    0.11884E-08    0.13855E-13    0.61261E-08    0.10218E-10    0.39293E-15    0.61261E-08    0.27120E+00
   783    0.23287E+04   -0.11264E+03   -0.79112E-08    0.98060E-11   -0.11264E+03    0.18274E+02    0.11649E-08    0.37707E-15   -0.79112E-08    0.11649E-08    0.13792E-13    0.61159E-08    0.98060E-11    0.37707E-15    0.61159E-08    0.27144E+00
   784    0.23344E+04   -0.11152E+03   -0.79283E-08    0.93669E-11   -0.11152E+03    0.18025E+02    0.11415E-08    0.36019E-15   -0.79283E-08    0.11415E-08    0.13729E-13    0.61058E-08    0.93669E-11    0.36019E-15    0.61058E-08    0.27168E+00
   785    0.23399E+04   -0.11038E+03   -0.79444E-08    0.89028E-11   -0.11038E+03    0.17778E+02    0.11180E-08    0.34234E-15   -0.79444E-08    0.11180E-08    0.13666E-13    0.60957E-08    0.89028E-11    0.34234E-15    0.60957E-08    0.27192E+00
   786    0.23453E+04   -0.10919E+03   -0.79597E-08    0.84152E-11   -0.10919E+03    0.17533E+02    0.10945E-08    0.32359E-15   -0.79597E-08    0.10945E-08    0.13604E-13    0.60855E-08    0.84152E-11    0.32359E-15    0.60855E-08    0.27216E+00
   787    0.23504E+04   -0.10798E+03   -0.79741E-08    0.79057E-11   -0.10798E+03    0.17293E+02    0.10710E-08    0.30400E-15   -0.79741E-08    0.10710E-08    0.13541E-13    0.60754E-08    0.79057E-11    0.30400E-15    0.60754E-08    0.27240E+00
   788    0.23555E+04   -0.10675E+03   -0.79877E-08    0.73758E-11   -0.10675E+03    0.17054E+02    0.10475E-08    0.28362E-15   -0.79877E-08    0.10475E-08    0.13479E-13    0.60653E-08    0.73758E-11    0.28362E-15    0.60653E-08    0.27264E+00
   789    0.23604E+04   -0.10550E+03   -0.80006E-08    0.68272E-11   -0.10550E+03    0.16818E+02    0.10240E-08    0.26253E-15   -0.80006E-08    0.10240E-08    0.13417E-13    0.60552E-08    0.68272E-11    0.26253E-15    0.60552E-08    0.27288E+00
   790    0.23652E+04   -0.10421E+03   -0.80128E-08    0.62613E-11   -0.10421E+03    0.16587E+02    0.10004E-08    0.24077E-15   -0.80128E-08    0.10004E-08    0.13355E-13    0.60451E-08    0.62613E-11    0.24077E-15    0.60451E-08    0.27311E+00
   791    0.23698E+04   -0.10289E+03   -0.80245E-08    0.56798E-11   -0.10289E+03    0.16359E+02    0.97680E-09    0.21840E-15   -0.80245E-08    0.97680E-09    0.13294E-13    0.60351E-08    0.56798E-11    0.21840E-15    0.60351E-08    0.27335E+00
   792    0.23742E+04   -0.10155E+03   -0.80355E-08    0.50842E-11   -0.10155E+03    0.16135E+02    0.95320E-09    0.19550E-15   -0.80355E-08    0.95320E-09    0.13232E-13    0.60250E-08    0.50842E-11    0.19550E-15    0.60250E-08    0.27359E+00
   793    0.23784E+04   -0.10018E+03   -0.80461E-08    0.44761E-11   -0.10018E+03    0.15915E+02    0.92959E-09    0.17212E-15   -0.80461E-08    0.92959E-09    0.13170E-13    0.60149E-08    0.44761E-11    0.17212E-15    0.60149E-08    0.27383E+00
   794    0.23824E+04   -0.98797E+02   -0.80563E-08    0.38570E-11   -0.98797E+02    0.15700E+02    0.90597E-09    0.14831E-15   -0.80563E-08    0.90597E-09    0.13109E-13    0.60049E-08    0.38570E-11    0.14831E-15    0.60049E-08    0.27407E+00
