#    L    TxT            TxE            TxP            TxW1           ExT            ExE            ExP            ExW1           PxT            PxE            PxP            PxW1           W1xT           W1xE           W1xP           W1xW1       
   414    0.16390E+04   -0.24877E+02    0.32996E-07   -0.98353E-07   -0.24877E+02    0.20511E+02   -0.38695E-08   -0.37820E-11    0.32996E-07   -0.38695E-08    0.12748E-12    0.12776E-07   -0.98353E-07   -0.37820E-11    0.12776E-07    0.15882E+00
   415    0.16400E+04   -0.26530E+02    0.33162E-07   -0.10056E-06   -0.26530E+02    0.20438E+02   -0.38647E-08   -0.38670E-11    0.33162E-07   -0.38647E-08    0.12645E-12    0.12743E-07   -0.10056E-06   -0.38670E-11    0.12743E-07    0.15918E+00
   416    0.16413E+04   -0.28164E+02    0.33331E-07   -0.10225E-06   -0.28164E+02    0.20361E+02   -0.38593E-08   -0.39318E-11    0.33331E-07   -0.38593E-08    0.12543E-12    0.12711E-07   -0.10225E-06   -0.39318E-11    0.12711E-07    0.15955E+00
   417    0.16429E+04   -0.29779E+02    0.33502E-07   -0.10343E-06   -0.29779E+02    0.20281E+02   -0.38534E-08   -0.39771E-11    0.33502E-07   -0.38534E-08    0.12442E-12    0.12679E-07   -0.10343E-06   -0.39771E-11    0.12679E-07    0.15991E+00
   418    0.16449E+04   -0.31371E+02    0.33677E-07   -0.10412E-06   -0.31371E+02    0.20195E+02   -0.38469E-08   -0.40038E-11    0.33677E-07   -0.38469E-08    0.12342E-12    0.12647E-07   -0.10412E-06   -0.40038E-11    0.12647E-07    0.16028E+00
   419    0.16472E+04   -0.32941E+02    0.33854E-07   -0.10436E-06   -0.32941E+02    0.20108E+02   -0.38400E-08   -0.40128E-11    0.33854E-07   -0.38400E-08    0.12244E-12    0.12615E-07   -0.10436E-06   -0.40128E-11    0.12615E-07    0.16065E+00
   420    0.16499E+04   -0.34490E+02    0.34033E-07   -0.10415E-06   -0.34490E+02    0.20017E+02   -0.38325E-08   -0.40048E-11    0.34033E-07   -0.38325E-08    0.12146E-12    0.12583E-07   -0.10415E-06   -0.40048E-11    0.12583E-07    0.16101E+00
   421    0.16529E+04   -0.36016E+02    0.34214E-07   -0.10352E-06   -0.36016E+02    0.19923E+02   -0.38245E-08   -0.39808E-11    0.34214E-07   -0.38245E-08    0.12049E-12    0.12552E-07   -0.10352E-06   -0.39808E-11    0.12552E-07    0.16138E+00
   422    0.16562E+04   -0.37519E+02    0.34398E-07   -0.10250E-06   -0.37519E+02    0.19825E+02   -0.38160E-08   -0.39414E-11    0.34398E-07   -0.38160E-08    0.11953E-12    0.12520E-07   -0.10250E-06   -0.39414E-11    0.12520E-07    0.16174E+00
   423    0.16598E+04   -0.38998E+02    0.34583E-07   -0.10110E-06   -0.38998E+02    0.19723E+02   -0.38070E-08   -0.38876E-11    0.34583E-07   -0.38070E-08    0.11858E-12    0.12489E-07   -0.10110E-06   -0.38876E-11    0.12489E-07    0.16211E+00
   424    0.16636E+04   -0.40453E+02    0.34770E-07   -0.99345E-07   -0.40453E+02    0.19618E+02   -0.37974E-08   -0.38201E-11    0.34770E-07   -0.37974E-08    0.11764E-12    0.12458E-07   -0.99345E-07   -0.38201E-11    0.12458E-07    0.16247E+00
   425    0.16678E+04   -0.41881E+02    0.34958E-07   -0.97258E-07   -0.41881E+02    0.19510E+02   -0.37874E-08   -0.37399E-11    0.34958E-07   -0.37874E-08    0.11671E-12    0.12427E-07   -0.97258E-07   -0.37399E-11    0.12427E-07    0.16283E+00
   426    0.16723E+04   -0.43285E+02    0.35148E-07   -0.94860E-07   -0.43285E+02    0.19400E+02   -0.37768E-08   -0.36477E-11    0.35148E-07   -0.37768E-08    0.11579E-12    0.12396E-07   -0.94860E-07   -0.36477E-11    0.12396E-07    0.16320E+00
   427    0.16771E+04   -0.44663E+02    0.35339E-07   -0.92173E-07   -0.44663E+02    0.19285E+02   -0.37658E-08   -0.35443E-11    0.35339E-07   -0.37658E-08    0.11488E-12    0.12365E-07   -0.92173E-07   -0.35443E-11    0.12365E-07    0.16356E+00
   428    0.16821E+04   -0.46013E+02    0.35531E-07   -0.89217E-07   -0.46013E+02    0.19168E+02   -0.37543E-08   -0.34306E-11    0.35531E-07   -0.37543E-08    0.11398E-12    0.12335E-07   -0.89217E-07   -0.34306E-11    0.12335E-07    0.16392E+00
   429    0.16874E+04   -0.47337E+02    0.35724E-07   -0.86014E-07   -0.47337E+02    0.19048E+02   -0.37422E-08   -0.33075E-11    0.35724E-07   -0.37422E-08    0.11308E-12    0.12304E-07   -0.86014E-07   -0.33075E-11    0.12304E-07    0.16429E+00
   430    0.16930E+04   -0.48633E+02    0.35918E-07   -0.82587E-07   -0.48633E+02    0.18926E+02   -0.37297E-08   -0.31757E-11    0.35918E-07   -0.37297E-08    0.11220E-12    0.12274E-07   -0.82587E-07   -0.31757E-11    0.12274E-07    0.16465E+00
   431    0.16989E+04   -0.49902E+02    0.36112E-07   -0.78956E-07   -0.49902E+02    0.18800E+02   -0.37167E-08   -0.30361E-11    0.36112E-07   -0.37167E-08    0.11132E-12    0.12244E-07   -0.78956E-07   -0.30361E-11    0.12244E-07    0.16501E+00
   432    0.17049E+04   -0.51142E+02    0.36307E-07   -0.75143E-07   -0.51142E+02    0.18671E+02   -0.37032E-08   -0.28895E-11    0.36307E-07   -0.37032E-08    0.11045E-12    0.12214E-07   -0.75143E-07   -0.28895E-11    0.12214E-07    0.16537E+00
   433    0.17113E+04   -0.52352E+02    0.36502E-07   -0.71170E-07   -0.52352E+02    0.18540E+02   -0.36892E-08   -0.27367E-11    0.36502E-07   -0.36892E-08    0.10960E-12    0.12184E-07   -0.71170E-07   -0.27367E-11    0.12184E-07    0.16574E+00
   434    0.17178E+04   -0.53535E+02    0.36697E-07   -0.67059E-07   -0.53535E+02    0.18406E+02   -0.36747E-08   -0.25786E-11    0.36697E-07   -0.36747E-08    0.10874E-12    0.12154E-07   -0.67059E-07   -0.25786E-11    0.12154E-07    0.16610E+00
   435    0.17246E+04   -0.54687E+02    0.36892E-07   -0.62830E-07   -0.54687E+02    0.18270E+02   -0.36597E-08   -0.24160E-11    0.36892E-07   -0.36597E-08    0.10790E-12    0.12124E-07   -0.62830E-07   -0.24160E-11    0.12124E-07    0.16646E+00
   436    0.17317E+04   -0.55810E+02    0.37087E-07   -0.58506E-07   -0.55810E+02    0.18132E+02   -0.36442E-08   -0.22497E-11    0.37087E-07   -0.36442E-08    0.10707E-12    0.12095E-07   -0.58506E-07   -0.22497E-11    0.12095E-07    0.16682E+00
   437    0.17389E+04   -0.56902E+02    0.37282E-07   -0.54107E-07   -0.56902E+02    0.17990E+02   -0.36283E-08   -0.20806E-11    0.37282E-07   -0.36283E-08    0.10624E-12    0.12065E-07   -0.54107E-07   -0.20806E-11    0.12065E-07    0.16718E+00
   438    0.17464E+04   -0.57962E+02    0.37476E-07   -0.49656E-07   -0.57962E+02    0.17846E+02   -0.36119E-08   -0.19094E-11    0.37476E-07   -0.36119E-08    0.10542E-12    0.12036E-07   -0.49656E-07   -0.19094E-11    0.12036E-07    0.16754E+00
   439    0.17541E+04   -0.58992E+02    0.37669E-07   -0.45174E-07   -0.58992E+02    0.17701E+02   -0.35950E-08   -0.17371E-11    0.37669E-07   -0.35950E-08    0.10461E-12    0.12007E-07   -0.45174E-07   -0.17371E-11    0.12007E-07    0.16790E+00
   440    0.17620E+04   -0.59990E+02    0.37861E-07   -0.40683E-07   -0.59990E+02    0.17552E+02   -0.35777E-08   -0.15644E-11    0.37861E-07   -0.35777E-08    0.10381E-12    0.11978E-07   -0.40683E-07   -0.15644E-11    0.11978E-07    0.16826E+00
   441    0.17702E+04   -0.60957E+02    0.38053E-07   -0.36204E-07   -0.60957E+02    0.17402E+02   -0.35599E-08   -0.13921E-11    0.38053E-07   -0.35599E-08    0.10302E-12    0.11949E-07   -0.36204E-07   -0.13921E-11    0.11949E-07    0.16862E+00
   442    0.17784E+04   -0.61892E+02    0.38243E-07   -0.31759E-07   -0.61892E+02    0.17249E+02   -0.35416E-08   -0.12212E-11    0.38243E-07   -0.35416E-08    0.10223E-12    0.11920E-07   -0.31759E-07   -0.12212E-11    0.11920E-07    0.16898E+00
   443    0.17869E+04   -0.62794E+02    0.38432E-07   -0.27369E-07   -0.62794E+02    0.17094E+02   -0.35228E-08   -0.10524E-11    0.38432E-07   -0.35228E-08    0.10145E-12    0.11891E-07   -0.27369E-07   -0.10524E-11    0.11891E-07    0.16934E+00
   444    0.17955E+04   -0.63663E+02    0.38619E-07   -0.23056E-07   -0.63663E+02    0.16938E+02   -0.35036E-08   -0.88656E-12    0.38619E-07   -0.35036E-08    0.10068E-12    0.11863E-07   -0.23056E-07   -0.88656E-12    0.11863E-07    0.16970E+00
   445    0.18043E+04   -0.64499E+02    0.38805E-07   -0.18841E-07   -0.64499E+02    0.16779E+02   -0.34840E-08   -0.72450E-12    0.38805E-07   -0.34840E-08    0.99914E-13    0.11834E-07   -0.18841E-07   -0.72450E-12    0.11834E-07    0.17006E+00
   446    0.18132E+04   -0.65301E+02    0.38988E-07   -0.14747E-07   -0.65301E+02    0.16619E+02   -0.34638E-08   -0.56705E-12    0.38988E-07   -0.34638E-08    0.99156E-13    0.11806E-07   -0.14747E-07   -0.56705E-12    0.11806E-07    0.17042E+00
   447    0.18224E+04   -0.66071E+02    0.39170E-07   -0.10794E-07   -0.66071E+02    0.16458E+02   -0.34433E-08   -0.41505E-12    0.39170E-07   -0.34433E-08    0.98405E-13    0.11778E-07   -0.10794E-07   -0.41505E-12    0.11778E-07    0.17077E+00
   448    0.18316E+04   -0.66808E+02    0.39350E-07   -0.70039E-08   -0.66808E+02    0.16294E+02   -0.34222E-08   -0.26932E-12    0.39350E-07   -0.34222E-08    0.97661E-13    0.11750E-07   -0.70039E-08   -0.26932E-12    0.11750E-07    0.17113E+00
   449    0.18410E+04   -0.67509E+02    0.39528E-07   -0.33988E-08   -0.67509E+02    0.16129E+02   -0.34007E-08   -0.13069E-12    0.39528E-07   -0.34007E-08    0.96924E-13    0.11722E-07   -0.33988E-08   -0.13069E-12    0.11722E-07    0.17149E+00
   450    0.18506E+04   -0.68178E+02    0.39703E-07    0.00000E+00   -0.68178E+02    0.15963E+02   -0.33788E-08    0.00000E+00    0.39703E-07   -0.33788E-08    0.96194E-13    0.11694E-07    0.00000E+00    0.00000E+00    0.11694E-07    0.17185E+00
   451    0.18602E+04   -0.68812E+02    0.39875E-07    0.31755E-08   -0.68812E+02    0.15795E+02   -0.33564E-08    0.12211E-12    0.39875E-07   -0.33564E-08    0.95470E-13    0.11666E-07    0.31755E-08    0.12211E-12    0.11666E-07    0.17220E+00
   452    0.18700E+04   -0.69413E+02    0.40045E-07    0.61290E-08   -0.69413E+02    0.15626E+02   -0.33336E-08    0.23568E-12    0.40045E-07   -0.33336E-08    0.94753E-13    0.11638E-07    0.61290E-08    0.23568E-12    0.11638E-07    0.17256E+00
   453    0.18799E+04   -0.69979E+02    0.40212E-07    0.88662E-08   -0.69979E+02    0.15456E+02   -0.33104E-08    0.34093E-12    0.40212E-07   -0.33104E-08    0.94042E-13    0.11611E-07    0.88662E-08    0.34093E-12    0.11611E-07    0.17292E+00
   454    0.18899E+04   -0.70512E+02    0.40377E-07    0.11393E-07   -0.70512E+02    0.15285E+02   -0.32867E-08    0.43809E-12    0.40377E-07   -0.32867E-08    0.93338E-13    0.11583E-07    0.11393E-07    0.43809E-12    0.11583E-07    0.17327E+00
   455    0.18999E+04   -0.71011E+02    0.40538E-07    0.13715E-07   -0.71011E+02    0.15113E+02   -0.32626E-08    0.52738E-12    0.40538E-07   -0.32626E-08    0.92640E-13    0.11556E-07    0.13715E-07    0.52738E-12    0.11556E-07    0.17363E+00
   456    0.19102E+04   -0.71470E+02    0.40698E-07    0.15838E-07   -0.71470E+02    0.14940E+02   -0.32381E-08    0.60902E-12    0.40698E-07   -0.32381E-08    0.91948E-13    0.11529E-07    0.15838E-07    0.60902E-12    0.11529E-07    0.17398E+00
   457    0.19204E+04   -0.71902E+02    0.40854E-07    0.17768E-07   -0.71902E+02    0.14766E+02   -0.32131E-08    0.68323E-12    0.40854E-07   -0.32131E-08    0.91263E-13    0.11502E-07    0.17768E-07    0.68323E-12    0.11502E-07    0.17434E+00
   458    0.19308E+04   -0.72290E+02    0.41008E-07    0.19510E-07   -0.72290E+02    0.14592E+02   -0.31878E-08    0.75023E-12    0.41008E-07   -0.31878E-08    0.90583E-13    0.11475E-07    0.19510E-07    0.75023E-12    0.11475E-07    0.17469E+00
   459    0.19413E+04   -0.72649E+02    0.41159E-07    0.21071E-07   -0.72649E+02    0.14417E+02   -0.31620E-08    0.81025E-12    0.41159E-07   -0.31620E-08    0.89911E-13    0.11448E-07    0.21071E-07    0.81025E-12    0.11448E-07    0.17505E+00
   460    0.19518E+04   -0.72972E+02    0.41308E-07    0.22456E-07   -0.72972E+02    0.14241E+02   -0.31359E-08    0.86351E-12    0.41308E-07   -0.31359E-08    0.89244E-13    0.11421E-07    0.22456E-07    0.86351E-12    0.11421E-07    0.17540E+00
   461    0.19623E+04   -0.73262E+02    0.41454E-07    0.23671E-07   -0.73262E+02    0.14065E+02   -0.31093E-08    0.91023E-12    0.41454E-07   -0.31093E-08    0.88583E-13    0.11394E-07    0.23671E-07    0.91023E-12    0.11394E-07    0.17576E+00
   462    0.19729E+04   -0.73510E+02    0.41597E-07    0.24722E-07   -0.73510E+02    0.13888E+02   -0.30824E-08    0.95063E-12    0.41597E-07   -0.30824E-08    0.87928E-13    0.11368E-07    0.24722E-07    0.95063E-12    0.11368E-07    0.17611E+00
   463    0.19836E+04   -0.73737E+02    0.41737E-07    0.25614E-07   -0.73737E+02    0.13712E+02   -0.30551E-08    0.98494E-12    0.41737E-07   -0.30551E-08    0.87279E-13    0.11341E-07    0.25614E-07    0.98494E-12    0.11341E-07    0.17646E+00
   464    0.19942E+04   -0.73913E+02    0.41875E-07    0.26354E-07   -0.73913E+02    0.13536E+02   -0.30273E-08    0.10134E-11    0.41875E-07   -0.30273E-08    0.86636E-13    0.11315E-07    0.26354E-07    0.10134E-11    0.11315E-07    0.17682E+00
   465    0.20048E+04   -0.74066E+02    0.42010E-07    0.26946E-07   -0.74066E+02    0.13359E+02   -0.29993E-08    0.10362E-11    0.42010E-07   -0.29993E-08    0.85999E-13    0.11289E-07    0.26946E-07    0.10362E-11    0.11289E-07    0.17717E+00
   466    0.20155E+04   -0.74175E+02    0.42142E-07    0.27397E-07   -0.74175E+02    0.13182E+02   -0.29708E-08    0.10535E-11    0.42142E-07   -0.29708E-08    0.85368E-13    0.11263E-07    0.27397E-07    0.10535E-11    0.11263E-07    0.17752E+00
   467    0.20263E+04   -0.74255E+02    0.42272E-07    0.27713E-07   -0.74255E+02    0.13006E+02   -0.29420E-08    0.10657E-11    0.42272E-07   -0.29420E-08    0.84742E-13    0.11236E-07    0.27713E-07    0.10657E-11    0.11236E-07    0.17787E+00
   468    0.20370E+04   -0.74298E+02    0.42398E-07    0.27900E-07   -0.74298E+02    0.12830E+02   -0.29128E-08    0.10728E-11    0.42398E-07   -0.29128E-08    0.84123E-13    0.11211E-07    0.27900E-07    0.10728E-11    0.11211E-07    0.17822E+00
   469    0.20478E+04   -0.74312E+02    0.42522E-07    0.27962E-07   -0.74312E+02    0.12653E+02   -0.28832E-08    0.10752E-11    0.42522E-07   -0.28832E-08    0.83508E-13    0.11185E-07    0.27962E-07    0.10752E-11    0.11185E-07    0.17858E+00
   470    0.20586E+04   -0.74289E+02    0.42643E-07    0.27907E-07   -0.74289E+02    0.12478E+02   -0.28533E-08    0.10731E-11    0.42643E-07   -0.28533E-08    0.82900E-13    0.11159E-07    0.27907E-07    0.10731E-11    0.11159E-07    0.17893E+00
   471    0.20692E+04   -0.74229E+02    0.42762E-07    0.27739E-07   -0.74229E+02    0.12304E+02   -0.28231E-08    0.10666E-11    0.42762E-07   -0.28231E-08    0.82297E-13    0.11133E-07    0.27739E-07    0.10666E-11    0.11133E-07    0.17928E+00
   472    0.20799E+04   -0.74140E+02    0.42877E-07    0.27465E-07   -0.74140E+02    0.12130E+02   -0.27925E-08    0.10561E-11    0.42877E-07   -0.27925E-08    0.81699E-13    0.11108E-07    0.27465E-07    0.10561E-11    0.11108E-07    0.17963E+00
   473    0.20906E+04   -0.74014E+02    0.42990E-07    0.27090E-07   -0.74014E+02    0.11956E+02   -0.27616E-08    0.10417E-11    0.42990E-07   -0.27616E-08    0.81107E-13    0.11082E-07    0.27090E-07    0.10417E-11    0.11082E-07    0.17998E+00
   474    0.21013E+04   -0.73858E+02    0.43100E-07    0.26619E-07   -0.73858E+02    0.11784E+02   -0.27303E-08    0.10236E-11    0.43100E-07   -0.27303E-08    0.80520E-13    0.11057E-07    0.26619E-07    0.10236E-11    0.11057E-07    0.18033E+00
   475    0.21120E+04   -0.73665E+02    0.43207E-07    0.26060E-07   -0.73665E+02    0.11612E+02   -0.26988E-08    0.10021E-11    0.43207E-07   -0.26988E-08    0.79938E-13    0.11032E-07    0.26060E-07    0.10021E-11    0.11032E-07    0.18068E+00
   476    0.21225E+04   -0.73438E+02    0.43312E-07    0.25418E-07   -0.73438E+02    0.11442E+02   -0.26668E-08    0.97739E-12    0.43312E-07   -0.26668E-08    0.79362E-13    0.11006E-07    0.25418E-07    0.97739E-12    0.11006E-07    0.18103E+00
   477    0.21330E+04   -0.73185E+02    0.43413E-07    0.24698E-07   -0.73185E+02    0.11273E+02   -0.26346E-08    0.94969E-12    0.43413E-07   -0.26346E-08    0.78791E-13    0.10981E-07    0.24698E-07    0.94969E-12    0.10981E-07    0.18138E+00
   478    0.21435E+04   -0.72889E+02    0.43512E-07    0.23906E-07   -0.72889E+02    0.11104E+02   -0.26021E-08    0.91924E-12    0.43512E-07   -0.26021E-08    0.78225E-13    0.10956E-07    0.23906E-07    0.91924E-12    0.10956E-07    0.18173E+00
   479    0.21539E+04   -0.72573E+02    0.43607E-07    0.23047E-07   -0.72573E+02    0.10937E+02   -0.25692E-08    0.88624E-12    0.43607E-07   -0.25692E-08    0.77664E-13    0.10932E-07    0.23047E-07    0.88624E-12    0.10932E-07    0.18207E+00
   480    0.21642E+04   -0.72219E+02    0.43700E-07    0.22129E-07   -0.72219E+02    0.10772E+02   -0.25361E-08    0.85093E-12    0.43700E-07   -0.25361E-08    0.77108E-13    0.10907E-07    0.22129E-07    0.85093E-12    0.10907E-07    0.18242E+00
   481    0.21745E+04   -0.71831E+02    0.43790E-07    0.21156E-07   -0.71831E+02    0.10608E+02   -0.25027E-08    0.81352E-12    0.43790E-07   -0.25027E-08    0.76557E-13    0.10882E-07    0.21156E-07    0.81352E-12    0.10882E-07    0.18277E+00
   482    0.21848E+04   -0.71413E+02    0.43877E-07    0.20135E-07   -0.71413E+02    0.10446E+02   -0.24689E-08    0.77423E-12    0.43877E-07   -0.24689E-08    0.76012E-13    0.10857E-07    0.20135E-07    0.77423E-12    0.10857E-07    0.18312E+00
   483    0.21949E+04   -0.70968E+02    0.43962E-07    0.19070E-07   -0.70968E+02    0.10285E+02   -0.24349E-08    0.73330E-12    0.43962E-07   -0.24349E-08    0.75471E-13    0.10833E-07    0.19070E-07    0.73330E-12    0.10833E-07    0.18346E+00
   484    0.22048E+04   -0.70491E+02    0.44043E-07    0.17968E-07   -0.70491E+02    0.10127E+02   -0.24006E-08    0.69093E-12    0.44043E-07   -0.24006E-08    0.74934E-13    0.10809E-07    0.17968E-07    0.69093E-12    0.10809E-07    0.18381E+00
   485    0.22148E+04   -0.69983E+02    0.44121E-07    0.16835E-07   -0.69983E+02    0.99700E+01   -0.23660E-08    0.64736E-12    0.44121E-07   -0.23660E-08    0.74403E-13    0.10784E-07    0.16835E-07    0.64736E-12    0.10784E-07    0.18416E+00
   486    0.22247E+04   -0.69445E+02    0.44197E-07    0.15677E-07   -0.69445E+02    0.98157E+01   -0.23311E-08    0.60281E-12    0.44197E-07   -0.23311E-08    0.73876E-13    0.10760E-07    0.15677E-07    0.60281E-12    0.10760E-07    0.18450E+00
   487    0.22344E+04   -0.68879E+02    0.44269E-07    0.14498E-07   -0.68879E+02    0.96636E+01   -0.22960E-08    0.55749E-12    0.44269E-07   -0.22960E-08    0.73354E-13    0.10736E-07    0.14498E-07    0.55749E-12    0.10736E-07    0.18485E+00
   488    0.22440E+04   -0.68283E+02    0.44339E-07    0.13305E-07   -0.68283E+02    0.95128E+01   -0.22606E-08    0.51163E-12    0.44339E-07   -0.22606E-08    0.72837E-13    0.10712E-07    0.13305E-07    0.51163E-12    0.10712E-07    0.18519E+00
   489    0.22535E+04   -0.67658E+02    0.44406E-07    0.12104E-07   -0.67658E+02    0.93648E+01   -0.22250E-08    0.46545E-12    0.44406E-07   -0.22250E-08    0.72324E-13    0.10688E-07    0.12104E-07    0.46545E-12    0.10688E-07    0.18554E+00
   490    0.22629E+04   -0.67005E+02    0.44469E-07    0.10901E-07   -0.67005E+02    0.92197E+01   -0.21891E-08    0.41917E-12    0.44469E-07   -0.21891E-08    0.71816E-13    0.10664E-07    0.10901E-07    0.41917E-12    0.10664E-07    0.18588E+00
   491    0.22721E+04   -0.66325E+02    0.44530E-07    0.97008E-08   -0.66325E+02    0.90766E+01   -0.21529E-08    0.37302E-12    0.44530E-07   -0.21529E-08    0.71312E-13    0.10640E-07    0.97008E-08    0.37302E-12    0.10640E-07    0.18623E+00
   492    0.22813E+04   -0.65618E+02    0.44588E-07    0.85097E-08   -0.65618E+02    0.89363E+01   -0.21165E-08    0.32722E-12    0.44588E-07   -0.21165E-08    0.70812E-13    0.10617E-07    0.85097E-08    0.32722E-12    0.10617E-07    0.18657E+00
   493    0.22903E+04   -0.64883E+02    0.44643E-07    0.73334E-08   -0.64883E+02    0.87974E+01   -0.20799E-08    0.28199E-12    0.44643E-07   -0.20799E-08    0.70317E-13    0.10593E-07    0.73334E-08    0.28199E-12    0.10593E-07    0.18692E+00
   494    0.22991E+04   -0.64123E+02    0.44695E-07    0.61778E-08   -0.64123E+02    0.86628E+01   -0.20430E-08    0.23755E-12    0.44695E-07   -0.20430E-08    0.69827E-13    0.10569E-07    0.61778E-08    0.23755E-12    0.10569E-07    0.18726E+00
   495    0.23078E+04   -0.63337E+02    0.44744E-07    0.50485E-08   -0.63337E+02    0.85302E+01   -0.20059E-08    0.19413E-12    0.44744E-07   -0.20059E-08    0.69340E-13    0.10546E-07    0.50485E-08    0.19413E-12    0.10546E-07    0.18760E+00
   496    0.23163E+04   -0.62527E+02    0.44789E-07    0.39514E-08   -0.62527E+02    0.84012E+01   -0.19686E-08    0.15194E-12    0.44789E-07   -0.19686E-08    0.68858E-13    0.10523E-07    0.39514E-08    0.15194E-12    0.10523E-07    0.18795E+00
   497    0.23247E+04   -0.61690E+02    0.44832E-07    0.28922E-08   -0.61690E+02    0.82750E+01   -0.19310E-08    0.11121E-12    0.44832E-07   -0.19310E-08    0.68379E-13    0.10499E-07    0.28922E-08    0.11121E-12    0.10499E-07    0.18829E+00
   498    0.23329E+04   -0.60831E+02    0.44872E-07    0.18767E-08   -0.60831E+02    0.81508E+01   -0.18933E-08    0.72164E-13    0.44872E-07   -0.18933E-08    0.67905E-13    0.10476E-07    0.18767E-08    0.72164E-13    0.10476E-07    0.18863E+00
   499    0.23411E+04   -0.59947E+02    0.44909E-07    0.91071E-09   -0.59947E+02    0.80309E+01   -0.18553E-08    0.35019E-13    0.44909E-07   -0.18553E-08    0.67435E-13    0.10453E-07    0.91071E-09    0.35019E-13    0.10453E-07    0.18897E+00
   500    0.23491E+04   -0.59041E+02    0.44943E-07    0.00000E+00   -0.59041E+02    0.79131E+01   -0.18171E-08    0.00000E+00    0.44943E-07   -0.18171E-08    0.66969E-13    0.10430E-07    0.00000E+00    0.00000E+00    0.10430E-07    0.18931E+00
   501    0.23567E+04   -0.58113E+02    0.44973E-07   -0.85089E-09   -0.58113E+02    0.77995E+01   -0.17788E-08   -0.32719E-13    0.44973E-07   -0.17788E-08    0.66506E-13    0.10407E-07   -0.85089E-09   -0.32719E-13    0.10407E-07    0.18965E+00
   502    0.23644E+04   -0.57162E+02    0.45001E-07   -0.16423E-08   -0.57162E+02    0.76895E+01   -0.17402E-08   -0.63150E-13    0.45001E-07   -0.17402E-08    0.66048E-13    0.10384E-07   -0.16423E-08   -0.63150E-13    0.10384E-07    0.18999E+00
   503    0.23718E+04   -0.56191E+02    0.45025E-07   -0.23757E-08   -0.56191E+02    0.75823E+01   -0.17015E-08   -0.91353E-13    0.45025E-07   -0.17015E-08    0.65594E-13    0.10362E-07   -0.23757E-08   -0.91353E-13    0.10362E-07    0.19034E+00
   504    0.23789E+04   -0.55197E+02    0.45047E-07   -0.30527E-08   -0.55197E+02    0.74786E+01   -0.16625E-08   -0.11739E-12    0.45047E-07   -0.16625E-08    0.65143E-13    0.10339E-07   -0.30527E-08   -0.11739E-12    0.10339E-07    0.19068E+00
   505    0.23861E+04   -0.54186E+02    0.45065E-07   -0.36749E-08   -0.54186E+02    0.73792E+01   -0.16234E-08   -0.14131E-12    0.45065E-07   -0.16234E-08    0.64696E-13    0.10316E-07   -0.36749E-08   -0.14131E-12    0.10316E-07    0.19102E+00
   506    0.23929E+04   -0.53154E+02    0.45080E-07   -0.42438E-08   -0.53154E+02    0.72835E+01   -0.15841E-08   -0.16319E-12    0.45080E-07   -0.15841E-08    0.64253E-13    0.10294E-07   -0.42438E-08   -0.16319E-12    0.10294E-07    0.19135E+00
   507    0.23996E+04   -0.52103E+02    0.45092E-07   -0.47609E-08   -0.52103E+02    0.71912E+01   -0.15447E-08   -0.18307E-12    0.45092E-07   -0.15447E-08    0.63813E-13    0.10271E-07   -0.47609E-08   -0.18307E-12    0.10271E-07    0.19169E+00
   508    0.24061E+04   -0.51034E+02    0.45100E-07   -0.52278E-08   -0.51034E+02    0.71033E+01   -0.15051E-08   -0.20102E-12    0.45100E-07   -0.15051E-08    0.63378E-13    0.10249E-07   -0.52278E-08   -0.20102E-12    0.10249E-07    0.19203E+00
   509    0.24124E+04   -0.49948E+02    0.45106E-07   -0.56460E-08   -0.49948E+02    0.70188E+01   -0.14653E-08   -0.21711E-12    0.45106E-07   -0.14653E-08    0.62946E-13    0.10227E-07   -0.56460E-08   -0.21711E-12    0.10227E-07    0.19237E+00
   510    0.24184E+04   -0.48846E+02    0.45108E-07   -0.60171E-08   -0.48846E+02    0.69386E+01   -0.14254E-08   -0.23138E-12    0.45108E-07   -0.14254E-08    0.62517E-13    0.10205E-07   -0.60171E-08   -0.23138E-12    0.10205E-07    0.19271E+00
   511    0.24243E+04   -0.47727E+02    0.45106E-07   -0.63427E-08   -0.47727E+02    0.68621E+01   -0.13853E-08   -0.24389E-12    0.45106E-07   -0.13853E-08    0.62093E-13    0.10182E-07   -0.63427E-08   -0.24389E-12    0.10182E-07    0.19305E+00
   512    0.24300E+04   -0.46592E+02    0.45102E-07   -0.66242E-08   -0.46592E+02    0.67900E+01   -0.13451E-08   -0.25472E-12    0.45102E-07   -0.13451E-08    0.61671E-13    0.10160E-07   -0.66242E-08   -0.25472E-12    0.10160E-07    0.19338E+00
   513    0.24355E+04   -0.45444E+02    0.45094E-07   -0.68633E-08   -0.45444E+02    0.67219E+01   -0.13048E-08   -0.26391E-12    0.45094E-07   -0.13048E-08    0.61254E-13    0.10138E-07   -0.68633E-08   -0.26391E-12    0.10138E-07    0.19372E+00
   514    0.24407E+04   -0.44281E+02    0.45083E-07   -0.70614E-08   -0.44281E+02    0.66582E+01   -0.12644E-08   -0.27153E-12    0.45083E-07   -0.12644E-08    0.60840E-13    0.10116E-07   -0.70614E-08   -0.27153E-12    0.10116E-07    0.19406E+00
