#    L    TT             EE             TE             PP             TP          
   635    0.18371E+04    0.28645E+02    0.10558E+02    0.54394E+06   -0.23485E-03
   636    0.18299E+04    0.28910E+02    0.93967E+01    0.54262E+06   -0.21869E-03
   637    0.18230E+04    0.29171E+02    0.82097E+01    0.54131E+06   -0.20224E-03
   638    0.18162E+04    0.29430E+02    0.69990E+01    0.54001E+06   -0.18561E-03
   639    0.18095E+04    0.29685E+02    0.57638E+01    0.53871E+06   -0.16885E-03
   640    0.18030E+04    0.29938E+02    0.45054E+01    0.53742E+06   -0.15207E-03
   641    0.17966E+04    0.30188E+02    0.32240E+01    0.53613E+06   -0.13533E-03
   642    0.17903E+04    0.30433E+02    0.19202E+01    0.53484E+06   -0.11871E-03
   643    0.17841E+04    0.30677E+02    0.59449E+00    0.53357E+06   -0.10230E-03
   644    0.17783E+04    0.30914E+02   -0.75249E+00    0.53229E+06   -0.86179E-04
   645    0.17724E+04    0.31149E+02   -0.21205E+01    0.53102E+06   -0.70426E-04
   646    0.17667E+04    0.31381E+02   -0.35088E+01    0.52976E+06   -0.55121E-04
   647    0.17613E+04    0.31608E+02   -0.49174E+01    0.52850E+06   -0.40345E-04
   648    0.17559E+04    0.31832E+02   -0.63443E+01    0.52725E+06   -0.26180E-04
   649    0.17508E+04    0.32051E+02   -0.77904E+01    0.52600E+06   -0.12704E-04
   650    0.17459E+04    0.32266E+02   -0.92541E+01    0.52475E+06    0.00000E+00
   651    0.17410E+04    0.32478E+02   -0.10735E+02    0.52351E+06    0.11870E-04
   652    0.17363E+04    0.32685E+02   -0.12234E+02    0.52227E+06    0.22909E-04
   653    0.17319E+04    0.32886E+02   -0.13748E+02    0.52104E+06    0.33141E-04
   654    0.17276E+04    0.33084E+02   -0.15276E+02    0.51982E+06    0.42585E-04
   655    0.17234E+04    0.33278E+02   -0.16820E+02    0.51860E+06    0.51264E-04
   656    0.17195E+04    0.33467E+02   -0.18379E+02    0.51738E+06    0.59200E-04
   657    0.17157E+04    0.33651E+02   -0.19950E+02    0.51617E+06    0.66414E-04
   658    0.17120E+04    0.33830E+02   -0.21534E+02    0.51496E+06    0.72927E-04
   659    0.17087E+04    0.34005E+02   -0.23130E+02    0.51376E+06    0.78761E-04
   660    0.17055E+04    0.34174E+02   -0.24738E+02    0.51256E+06    0.83938E-04
   661    0.17025E+04    0.34338E+02   -0.26355E+02    0.51136E+06    0.88480E-04
   662    0.16997E+04    0.34498E+02   -0.27983E+02    0.51017E+06    0.92407E-04
   663    0.16970E+04    0.34653E+02   -0.29621E+02    0.50899E+06    0.95742E-04
   664    0.16945E+04    0.34802E+02   -0.31267E+02    0.50781E+06    0.98506E-04
   665    0.16922E+04    0.34945E+02   -0.32921E+02    0.50663E+06    0.10072E-03
   666    0.16901E+04    0.35084E+02   -0.34583E+02    0.50546E+06    0.10241E-03
   667    0.16882E+04    0.35217E+02   -0.36251E+02    0.50429E+06    0.10359E-03
   668    0.16864E+04    0.35345E+02   -0.37925E+02    0.50313E+06    0.10429E-03
   669    0.16849E+04    0.35467E+02   -0.39604E+02    0.50197E+06    0.10452E-03
   670    0.16836E+04    0.35583E+02   -0.41286E+02    0.50082E+06    0.10431E-03
   671    0.16825E+04    0.35696E+02   -0.42973E+02    0.49967E+06    0.10368E-03
   672    0.16815E+04    0.35801E+02   -0.44663E+02    0.49852E+06    0.10266E-03
   673    0.16808E+04    0.35902E+02   -0.46355E+02    0.49738E+06    0.10126E-03
   674    0.16802E+04    0.35996E+02   -0.48048E+02    0.49624E+06    0.99500E-04
   675    0.16798E+04    0.36085E+02   -0.49743E+02    0.49511E+06    0.97410E-04
   676    0.16796E+04    0.36168E+02   -0.51436E+02    0.49398E+06    0.95008E-04
   677    0.16796E+04    0.36245E+02   -0.53130E+02    0.49285E+06    0.92316E-04
   678    0.16799E+04    0.36316E+02   -0.54822E+02    0.49173E+06    0.89355E-04
   679    0.16802E+04    0.36382E+02   -0.56512E+02    0.49062E+06    0.86148E-04
   680    0.16809E+04    0.36442E+02   -0.58199E+02    0.48950E+06    0.82715E-04
   681    0.16817E+04    0.36496E+02   -0.59882E+02    0.48840E+06    0.79079E-04
   682    0.16827E+04    0.36543E+02   -0.61561E+02    0.48729E+06    0.75260E-04
   683    0.16839E+04    0.36586E+02   -0.63237E+02    0.48619E+06    0.71281E-04
   684    0.16853E+04    0.36621E+02   -0.64907E+02    0.48510E+06    0.67163E-04
   685    0.16868E+04    0.36651E+02   -0.66571E+02    0.48400E+06    0.62928E-04
   686    0.16885E+04    0.36675E+02   -0.68220E+02    0.48292E+06    0.58596E-04
   687    0.16905E+04    0.36693E+02   -0.69865E+02    0.48183E+06    0.54191E-04
   688    0.16925E+04    0.36705E+02   -0.71504E+02    0.48075E+06    0.49733E-04
   689    0.16948E+04    0.36710E+02   -0.73130E+02    0.47967E+06    0.45244E-04
   690    0.16973E+04    0.36711E+02   -0.74750E+02    0.47860E+06    0.40746E-04
   691    0.16999E+04    0.36704E+02   -0.76356E+02    0.47753E+06    0.36260E-04
   692    0.17027E+04    0.36692E+02   -0.77949E+02    0.47647E+06    0.31808E-04
   693    0.17058E+04    0.36674E+02   -0.79537E+02    0.47541E+06    0.27411E-04
   694    0.17089E+04    0.36649E+02   -0.81104E+02    0.47435E+06    0.23092E-04
   695    0.17123E+04    0.36620E+02   -0.82657E+02    0.47330E+06    0.18871E-04
   696    0.17159E+04    0.36584E+02   -0.84213E+02    0.47225E+06    0.14770E-04
   697    0.17196E+04    0.36543E+02   -0.85740E+02    0.47120E+06    0.10811E-04
   698    0.17234E+04    0.36494E+02   -0.87254E+02    0.47016E+06    0.70148E-05
   699    0.17274E+04    0.36441E+02   -0.88748E+02    0.46912E+06    0.34041E-05
   700    0.17317E+04    0.36381E+02   -0.90228E+02    0.46809E+06    0.00000E+00
   701    0.17361E+04    0.36316E+02   -0.91696E+02    0.46706E+06   -0.31805E-05
   702    0.17406E+04    0.36245E+02   -0.93135E+02    0.46603E+06   -0.61386E-05
   703    0.17453E+04    0.36168E+02   -0.94577E+02    0.46501E+06   -0.88800E-05
   704    0.17501E+04    0.36086E+02   -0.95983E+02    0.46399E+06   -0.11411E-04
   705    0.17550E+04    0.35997E+02   -0.97368E+02    0.46297E+06   -0.13736E-04
   706    0.17601E+04    0.35903E+02   -0.98740E+02    0.46196E+06   -0.15863E-04
   707    0.17654E+04    0.35804E+02   -0.10009E+03    0.46095E+06   -0.17795E-04
   708    0.17709E+04    0.35699E+02   -0.10141E+03    0.45994E+06   -0.19541E-04
   709    0.17764E+04    0.35589E+02   -0.10272E+03    0.45894E+06   -0.21104E-04
   710    0.17821E+04    0.35473E+02   -0.10400E+03    0.45794E+06   -0.22491E-04
   711    0.17880E+04    0.35352E+02   -0.10526E+03    0.45695E+06   -0.23708E-04
   712    0.17939E+04    0.35225E+02   -0.10650E+03    0.45595E+06   -0.24760E-04
   713    0.18001E+04    0.35093E+02   -0.10770E+03    0.45497E+06   -0.25654E-04
   714    0.18063E+04    0.34957E+02   -0.10889E+03    0.45398E+06   -0.26395E-04
   715    0.18126E+04    0.34814E+02   -0.11006E+03    0.45300E+06   -0.26988E-04
   716    0.18191E+04    0.34667E+02   -0.11119E+03    0.45202E+06   -0.27440E-04
   717    0.18257E+04    0.34515E+02   -0.11229E+03    0.45105E+06   -0.27757E-04
   718    0.18324E+04    0.34358E+02   -0.11338E+03    0.45008E+06   -0.27943E-04
   719    0.18392E+04    0.34195E+02   -0.11443E+03    0.44911E+06   -0.28006E-04
   720    0.18460E+04    0.34028E+02   -0.11546E+03    0.44814E+06   -0.27950E-04
   721    0.18531E+04    0.33857E+02   -0.11645E+03    0.44718E+06   -0.27782E-04
   722    0.18602E+04    0.33680E+02   -0.11741E+03    0.44623E+06   -0.27507E-04
   723    0.18674E+04    0.33500E+02   -0.11835E+03    0.44527E+06   -0.27132E-04
   724    0.18747E+04    0.33314E+02   -0.11926E+03    0.44432E+06   -0.26661E-04
   725    0.18821E+04    0.33125E+02   -0.12014E+03    0.44337E+06   -0.26101E-04
   726    0.18896E+04    0.32933E+02   -0.12098E+03    0.44243E+06   -0.25457E-04
   727    0.18971E+04    0.32735E+02   -0.12180E+03    0.44149E+06   -0.24736E-04
   728    0.19047E+04    0.32531E+02   -0.12259E+03    0.44055E+06   -0.23943E-04
   729    0.19124E+04    0.32325E+02   -0.12335E+03    0.43961E+06   -0.23083E-04
   730    0.19201E+04    0.32115E+02   -0.12407E+03    0.43868E+06   -0.22164E-04
   731    0.19281E+04    0.31900E+02   -0.12475E+03    0.43775E+06   -0.21189E-04
   732    0.19359E+04    0.31684E+02   -0.12540E+03    0.43683E+06   -0.20166E-04
   733    0.19439E+04    0.31462E+02   -0.12603E+03    0.43591E+06   -0.19100E-04
   734    0.19520E+04    0.31237E+02   -0.12661E+03    0.43499E+06   -0.17996E-04
   735    0.19601E+04    0.31008E+02   -0.12718E+03    0.43407E+06   -0.16861E-04
   736    0.19681E+04    0.30776E+02   -0.12769E+03    0.43316E+06   -0.15701E-04
   737    0.19763E+04    0.30541E+02   -0.12819E+03    0.43225E+06   -0.14520E-04
   738    0.19845E+04    0.30304E+02   -0.12863E+03    0.43134E+06   -0.13326E-04
   739    0.19927E+04    0.30062E+02   -0.12905E+03    0.43044E+06   -0.12123E-04
   740    0.20009E+04    0.29818E+02   -0.12944E+03    0.42954E+06   -0.10918E-04
   741    0.20092E+04    0.29570E+02   -0.12979E+03    0.42864E+06   -0.97159E-05
   742    0.20175E+04    0.29322E+02   -0.13010E+03    0.42774E+06   -0.85230E-05
   743    0.20258E+04    0.29072E+02   -0.13038E+03    0.42685E+06   -0.73449E-05
   744    0.20342E+04    0.28817E+02   -0.13062E+03    0.42596E+06   -0.61874E-05
   745    0.20426E+04    0.28561E+02   -0.13084E+03    0.42508E+06   -0.50563E-05
   746    0.20509E+04    0.28303E+02   -0.13099E+03    0.42419E+06   -0.39575E-05
   747    0.20591E+04    0.28042E+02   -0.13113E+03    0.42331E+06   -0.28967E-05
   748    0.20675E+04    0.27780E+02   -0.13124E+03    0.42244E+06   -0.18796E-05
   749    0.20759E+04    0.27514E+02   -0.13131E+03    0.42156E+06   -0.91213E-06
   750    0.20842E+04    0.27248E+02   -0.13134E+03    0.42069E+06    0.00000E+00
   751    0.20925E+04    0.26979E+02   -0.13134E+03    0.41982E+06    0.85221E-06
   752    0.21009E+04    0.26711E+02   -0.13129E+03    0.41896E+06    0.16448E-05
   753    0.21092E+04    0.26440E+02   -0.13121E+03    0.41809E+06    0.23794E-05
   754    0.21174E+04    0.26168E+02   -0.13109E+03    0.41723E+06    0.30575E-05
   755    0.21257E+04    0.25895E+02   -0.13095E+03    0.41638E+06    0.36806E-05
   756    0.21337E+04    0.25621E+02   -0.13076E+03    0.41552E+06    0.42504E-05
   757    0.21420E+04    0.25346E+02   -0.13054E+03    0.41467E+06    0.47683E-05
   758    0.21500E+04    0.25070E+02   -0.13027E+03    0.41382E+06    0.52359E-05
   759    0.21581E+04    0.24794E+02   -0.12998E+03    0.41297E+06    0.56548E-05
   760    0.21661E+04    0.24517E+02   -0.12966E+03    0.41213E+06    0.60265E-05
   761    0.21740E+04    0.24239E+02   -0.12929E+03    0.41129E+06    0.63526E-05
   762    0.21820E+04    0.23962E+02   -0.12889E+03    0.41045E+06    0.66345E-05
   763    0.21898E+04    0.23685E+02   -0.12846E+03    0.40962E+06    0.68740E-05
   764    0.21976E+04    0.23408E+02   -0.12799E+03    0.40878E+06    0.70724E-05
   765    0.22052E+04    0.23130E+02   -0.12749E+03    0.40795E+06    0.72314E-05
   766    0.22129E+04    0.22854E+02   -0.12695E+03    0.40713E+06    0.73526E-05
   767    0.22204E+04    0.22578E+02   -0.12638E+03    0.40630E+06    0.74374E-05
   768    0.22279E+04    0.22302E+02   -0.12576E+03    0.40548E+06    0.74874E-05
   769    0.22353E+04    0.22025E+02   -0.12512E+03    0.40466E+06    0.75042E-05
   770    0.22425E+04    0.21751E+02   -0.12445E+03    0.40384E+06    0.74893E-05
   771    0.22497E+04    0.21477E+02   -0.12373E+03    0.40303E+06    0.74442E-05
   772    0.22568E+04    0.21205E+02   -0.12298E+03    0.40222E+06    0.73706E-05
   773    0.22638E+04    0.20934E+02   -0.12220E+03    0.40141E+06    0.72699E-05
   774    0.22706E+04    0.20664E+02   -0.12140E+03    0.40060E+06    0.71438E-05
   775    0.22775E+04    0.20395E+02   -0.12055E+03    0.39980E+06    0.69937E-05
   776    0.22841E+04    0.20129E+02   -0.11968E+03    0.39900E+06    0.68213E-05
   777    0.22906E+04    0.19863E+02   -0.11877E+03    0.39820E+06    0.66280E-05
   778    0.22972E+04    0.19600E+02   -0.11783E+03    0.39740E+06    0.64155E-05
   779    0.23035E+04    0.19339E+02   -0.11686E+03    0.39661E+06    0.61852E-05
   780    0.23096E+04    0.19078E+02   -0.11586E+03    0.39581E+06    0.59387E-05
   781    0.23157E+04    0.18821E+02   -0.11483E+03    0.39503E+06    0.56777E-05
   782    0.23216E+04    0.18566E+02   -0.11379E+03    0.39424E+06    0.54035E-05
   783    0.23275E+04    0.18313E+02   -0.11269E+03    0.39346E+06    0.51178E-05
   784    0.23332E+04    0.18063E+02   -0.11157E+03    0.39267E+06    0.48221E-05
   785    0.23387E+04    0.17815E+02   -0.11043E+03    0.39189E+06    0.45181E-05
   786    0.23441E+04    0.17570E+02   -0.10923E+03    0.39112E+06    0.42071E-05
   787    0.23493E+04    0.17328E+02   -0.10802E+03    0.39034E+06    0.38908E-05
   788    0.23544E+04    0.17089E+02   -0.10679E+03    0.38957E+06    0.35707E-05
   789    0.23593E+04    0.16851E+02   -0.10554E+03    0.38880E+06    0.32484E-05
   790    0.23642E+04    0.16618E+02   -0.10425E+03    0.38803E+06    0.29255E-05
   791    0.23688E+04    0.16388E+02   -0.10292E+03    0.38727E+06    0.26034E-05
   792    0.23733E+04    0.16162E+02   -0.10159E+03    0.38651E+06    0.22838E-05
   793    0.23776E+04    0.15940E+02   -0.10021E+03    0.38575E+06    0.19681E-05
   794    0.23817E+04    0.15722E+02   -0.98825E+02    0.38499E+06    0.16579E-05
   795    0.23857E+04    0.15506E+02   -0.97407E+02    0.38423E+06    0.13549E-05
   796    0.23896E+04    0.15295E+02   -0.95973E+02    0.38348E+06    0.10604E-05
   797    0.23932E+04    0.15087E+02   -0.94510E+02    0.38273E+06    0.77618E-06
   798    0.23967E+04    0.14884E+02   -0.93031E+02    0.38198E+06    0.50365E-06
   799    0.24000E+04    0.14684E+02   -0.91530E+02    0.38123E+06    0.24441E-06
   800    0.24032E+04    0.14489E+02   -0.90006E+02    0.38049E+06    0.00000E+00
   801    0.24062E+04    0.14298E+02   -0.88467E+02    0.37975E+06   -0.22835E-06
   802    0.24089E+04    0.14111E+02   -0.86890E+02    0.37901E+06   -0.44074E-06
   803    0.24116E+04    0.13928E+02   -0.85313E+02    0.37827E+06   -0.63758E-06
   804    0.24140E+04    0.13750E+02   -0.83706E+02    0.37753E+06   -0.81928E-06
   805    0.24164E+04    0.13576E+02   -0.82083E+02    0.37680E+06   -0.98626E-06
   806    0.24184E+04    0.13407E+02   -0.80445E+02    0.37607E+06   -0.11389E-05
   807    0.24203E+04    0.13243E+02   -0.78792E+02    0.37534E+06   -0.12777E-05
   808    0.24219E+04    0.13084E+02   -0.77115E+02    0.37461E+06   -0.14030E-05
   809    0.24235E+04    0.12930E+02   -0.75431E+02    0.37389E+06   -0.15153E-05
   810    0.24247E+04    0.12781E+02   -0.73724E+02    0.37317E+06   -0.16149E-05
   811    0.24258E+04    0.12637E+02   -0.72001E+02    0.37245E+06   -0.17022E-05
   812    0.24267E+04    0.12500E+02   -0.70269E+02    0.37173E+06   -0.17778E-05
   813    0.24274E+04    0.12365E+02   -0.68525E+02    0.37101E+06   -0.18420E-05
   814    0.24281E+04    0.12237E+02   -0.66769E+02    0.37030E+06   -0.18952E-05
   815    0.24284E+04    0.12114E+02   -0.65000E+02    0.36959E+06   -0.19378E-05
   816    0.24285E+04    0.11997E+02   -0.63221E+02    0.36888E+06   -0.19702E-05
   817    0.24284E+04    0.11884E+02   -0.61431E+02    0.36817E+06   -0.19930E-05
   818    0.24283E+04    0.11778E+02   -0.59632E+02    0.36746E+06   -0.20064E-05
   819    0.24279E+04    0.11677E+02   -0.57823E+02    0.36676E+06   -0.20109E-05
   820    0.24273E+04    0.11582E+02   -0.56006E+02    0.36606E+06   -0.20069E-05
   821    0.24264E+04    0.11491E+02   -0.54182E+02    0.36536E+06   -0.19948E-05
   822    0.24254E+04    0.11408E+02   -0.52350E+02    0.36466E+06   -0.19751E-05
   823    0.24242E+04    0.11330E+02   -0.50512E+02    0.36397E+06   -0.19481E-05
   824    0.24227E+04    0.11258E+02   -0.48667E+02    0.36327E+06   -0.19143E-05
   825    0.24211E+04    0.11191E+02   -0.46819E+02    0.36258E+06   -0.18741E-05
   826    0.24193E+04    0.11131E+02   -0.44966E+02    0.36189E+06   -0.18279E-05
   827    0.24172E+04    0.11076E+02   -0.43110E+02    0.36121E+06   -0.17762E-05
   828    0.24150E+04    0.11027E+02   -0.41250E+02    0.36052E+06   -0.17192E-05
   829    0.24126E+04    0.10985E+02   -0.39389E+02    0.35984E+06   -0.16575E-05
   830    0.24100E+04    0.10949E+02   -0.37529E+02    0.35916E+06   -0.15915E-05
   831    0.24072E+04    0.10918E+02   -0.35667E+02    0.35848E+06   -0.15215E-05
   832    0.24042E+04    0.10893E+02   -0.33805E+02    0.35780E+06   -0.14480E-05
   833    0.24010E+04    0.10875E+02   -0.31944E+02    0.35712E+06   -0.13715E-05
   834    0.23976E+04    0.10862E+02   -0.30084E+02    0.35645E+06   -0.12923E-05
   835    0.23940E+04    0.10857E+02   -0.28227E+02    0.35578E+06   -0.12108E-05
   836    0.23901E+04    0.10856E+02   -0.26372E+02    0.35511E+06   -0.11275E-05
   837    0.23862E+04    0.10862E+02   -0.24521E+02    0.35444E+06   -0.10427E-05
   838    0.23820E+04    0.10874E+02   -0.22674E+02    0.35378E+06   -0.95694E-06
   839    0.23775E+04    0.10892E+02   -0.20830E+02    0.35311E+06   -0.87058E-06
   840    0.23730E+04    0.10917E+02   -0.18993E+02    0.35245E+06   -0.78403E-06
   841    0.23682E+04    0.10947E+02   -0.17163E+02    0.35179E+06   -0.69772E-06
   842    0.23632E+04    0.10983E+02   -0.15337E+02    0.35113E+06   -0.61206E-06
   843    0.23581E+04    0.11026E+02   -0.13522E+02    0.35048E+06   -0.52746E-06
   844    0.23527E+04    0.11075E+02   -0.11713E+02    0.34982E+06   -0.44435E-06
   845    0.23472E+04    0.11128E+02   -0.99142E+01    0.34917E+06   -0.36313E-06
   846    0.23416E+04    0.11190E+02   -0.81253E+01    0.34852E+06   -0.28422E-06
   847    0.23358E+04    0.11256E+02   -0.63461E+01    0.34787E+06   -0.20803E-06
   848    0.23298E+04    0.11329E+02   -0.45786E+01    0.34723E+06   -0.13499E-06
   849    0.23235E+04    0.11407E+02   -0.28221E+01    0.34658E+06   -0.65510E-07
   850    0.23172E+04    0.11492E+02   -0.10777E+01    0.34594E+06    0.00000E+00
   851    0.23106E+04    0.11583E+02    0.65399E+00    0.34530E+06    0.61210E-07
   852    0.23039E+04    0.11680E+02    0.23726E+01    0.34466E+06    0.11814E-06
   853    0.22970E+04    0.11782E+02    0.40775E+01    0.34402E+06    0.17091E-06
   854    0.22899E+04    0.11890E+02    0.57671E+01    0.34338E+06    0.21962E-06
   855    0.22826E+04    0.12005E+02    0.74425E+01    0.34275E+06    0.26439E-06
   856    0.22752E+04    0.12123E+02    0.91017E+01    0.34212E+06    0.30533E-06
   857    0.22676E+04    0.12248E+02    0.10744E+02    0.34149E+06    0.34254E-06
   858    0.22599E+04    0.12381E+02    0.12370E+02    0.34086E+06    0.37615E-06
   859    0.22519E+04    0.12516E+02    0.13979E+02    0.34023E+06    0.40625E-06
   860    0.22440E+04    0.12658E+02    0.15569E+02    0.33960E+06    0.43297E-06
   861    0.22358E+04    0.12805E+02    0.17140E+02    0.33898E+06    0.45641E-06
   862    0.22274E+04    0.12958E+02    0.18693E+02    0.33836E+06    0.47669E-06
   863    0.22189E+04    0.13117E+02    0.20225E+02    0.33774E+06    0.49391E-06
   864    0.22102E+04    0.13279E+02    0.21738E+02    0.33712E+06    0.50819E-06
   865    0.22013E+04    0.13448E+02    0.23228E+02    0.33650E+06    0.51964E-06
   866    0.21926E+04    0.13622E+02    0.24697E+02    0.33589E+06    0.52837E-06
   867    0.21835E+04    0.13801E+02    0.26143E+02    0.33527E+06    0.53448E-06
   868    0.21743E+04    0.13985E+02    0.27568E+02    0.33466E+06    0.53810E-06
   869    0.21650E+04    0.14175E+02    0.28970E+02    0.33405E+06    0.53933E-06
   870    0.21555E+04    0.14368E+02    0.30348E+02    0.33344E+06    0.53829E-06
   871    0.21459E+04    0.14567E+02    0.31702E+02    0.33284E+06    0.53508E-06
   872    0.21362E+04    0.14770E+02    0.33032E+02    0.33223E+06    0.52982E-06
   873    0.21264E+04    0.14979E+02    0.34338E+02    0.33163E+06    0.52261E-06
   874    0.21164E+04    0.15192E+02    0.35617E+02    0.33103E+06    0.51358E-06
   875    0.21064E+04    0.15408E+02    0.36872E+02    0.33043E+06    0.50282E-06
   876    0.20961E+04    0.15630E+02    0.38101E+02    0.32983E+06    0.49045E-06
   877    0.20860E+04    0.15856E+02    0.39303E+02    0.32923E+06    0.47659E-06
   878    0.20755E+04    0.16086E+02    0.40479E+02    0.32864E+06    0.46134E-06
   879    0.20651E+04    0.16320E+02    0.41627E+02    0.32804E+06    0.44481E-06
   880    0.20545E+04    0.16559E+02    0.42749E+02    0.32745E+06    0.42712E-06
   881    0.20438E+04    0.16800E+02    0.43841E+02    0.32686E+06    0.40838E-06
   882    0.20331E+04    0.17046E+02    0.44906E+02    0.32627E+06    0.38869E-06
   883    0.20223E+04    0.17296E+02    0.45941E+02    0.32568E+06    0.36818E-06
   884    0.20113E+04    0.17549E+02    0.46948E+02    0.32509E+06    0.34694E-06
   885    0.20002E+04    0.17805E+02    0.47925E+02    0.32451E+06    0.32510E-06
   886    0.19892E+04    0.18066E+02    0.48873E+02    0.32393E+06    0.30275E-06
   887    0.19779E+04    0.18329E+02    0.49791E+02    0.32335E+06    0.28002E-06
   888    0.19668E+04    0.18597E+02    0.50679E+02    0.32277E+06    0.25702E-06
   889    0.19553E+04    0.18866E+02    0.51536E+02    0.32219E+06    0.23385E-06
   890    0.19439E+04    0.19139E+02    0.52362E+02    0.32161E+06    0.21064E-06
   891    0.19325E+04    0.19415E+02    0.53158E+02    0.32103E+06    0.18747E-06
   892    0.19210E+04    0.19693E+02    0.53924E+02    0.32046E+06    0.16448E-06
   893    0.19094E+04    0.19975E+02    0.54658E+02    0.31989E+06    0.14177E-06
   894    0.18978E+04    0.20258E+02    0.55360E+02    0.31932E+06    0.11945E-06
   895    0.18861E+04    0.20544E+02    0.56032E+02    0.31875E+06    0.97638E-07
   896    0.18744E+04    0.20833E+02    0.56672E+02    0.31818E+06    0.76437E-07
   897    0.18626E+04    0.21124E+02    0.57281E+02    0.31761E+06    0.55962E-07
   898    0.18508E+04    0.21416E+02    0.57858E+02    0.31705E+06    0.36323E-07
   899    0.18390E+04    0.21711E+02    0.58402E+02    0.31648E+06    0.17632E-07
   900    0.18271E+04    0.22008E+02    0.58915E+02    0.31592E+06    0.00000E+00
   901    0.18153E+04    0.22306E+02    0.59396E+02    0.31536E+06   -0.16485E-07
   902    0.18034E+04    0.22606E+02    0.59845E+02    0.31480E+06   -0.31829E-07
   903    0.17913E+04    0.22907E+02    0.60261E+02    0.31424E+06   -0.46062E-07
   904    0.17794E+04    0.23209E+02    0.60644E+02    0.31368E+06   -0.59212E-07
   905    0.17674E+04    0.23514E+02    0.60995E+02    0.31313E+06   -0.71309E-07
   906    0.17554E+04    0.23819E+02    0.61313E+02    0.31257E+06   -0.82382E-07
   907    0.17435E+04    0.24125E+02    0.61598E+02    0.31202E+06   -0.92460E-07
   908    0.17316E+04    0.24431E+02    0.61850E+02    0.31147E+06   -0.10157E-06
   909    0.17196E+04    0.24739E+02    0.62070E+02    0.31092E+06   -0.10975E-06
   910    0.17076E+04    0.25048E+02    0.62257E+02    0.31037E+06   -0.11702E-06
   911    0.16956E+04    0.25356E+02    0.62411E+02    0.30982E+06   -0.12341E-06
   912    0.16836E+04    0.25665E+02    0.62533E+02    0.30928E+06   -0.12896E-06
   913    0.16714E+04    0.25974E+02    0.62622E+02    0.30873E+06   -0.13368E-06
   914    0.16595E+04    0.26283E+02    0.62679E+02    0.30819E+06   -0.13762E-06
   915    0.16475E+04    0.26592E+02    0.62703E+02    0.30765E+06   -0.14079E-06
   916    0.16357E+04    0.26901E+02    0.62695E+02    0.30711E+06   -0.14323E-06
   917    0.16237E+04    0.27211E+02    0.62655E+02    0.30657E+06   -0.14497E-06
   918    0.16119E+04    0.27519E+02    0.62582E+02    0.30603E+06   -0.14604E-06
   919    0.16001E+04    0.27827E+02    0.62478E+02    0.30550E+06   -0.14646E-06
   920    0.15883E+04    0.28135E+02    0.62340E+02    0.30496E+06   -0.14627E-06
   921    0.15766E+04    0.28442E+02    0.62171E+02    0.30443E+06   -0.14550E-06
   922    0.15648E+04    0.28747E+02    0.61971E+02    0.30390E+06   -0.14417E-06
   923    0.15531E+04    0.29052E+02    0.61739E+02    0.30337E+06   -0.14231E-06
   924    0.15415E+04    0.29356E+02    0.61475E+02    0.30284E+06   -0.13996E-06
   925    0.15300E+04    0.29657E+02    0.61180E+02    0.30231E+06   -0.13713E-06
   926    0.15184E+04    0.29959E+02    0.60855E+02    0.30179E+06   -0.13387E-06
   927    0.15070E+04    0.30258E+02    0.60499E+02    0.30126E+06   -0.13020E-06
   928    0.14956E+04    0.30557E+02    0.60112E+02    0.30074E+06   -0.12615E-06
   929    0.14842E+04    0.30853E+02    0.59696E+02    0.30022E+06   -0.12174E-06
   930    0.14730E+04    0.31147E+02    0.59249E+02    0.29970E+06   -0.11702E-06
   931    0.14617E+04    0.31440E+02    0.58772E+02    0.29918E+06   -0.11200E-06
   932    0.14506E+04    0.31729E+02    0.58266E+02    0.29866E+06   -0.10672E-06
   933    0.14396E+04    0.32017E+02    0.57732E+02    0.29815E+06   -0.10121E-06
   934    0.14286E+04    0.32304E+02    0.57169E+02    0.29764E+06   -0.95488E-07
   935    0.14177E+04    0.32587E+02    0.56577E+02    0.29712E+06   -0.89593E-07
   936    0.14069E+04    0.32868E+02    0.55957E+02    0.29661E+06   -0.83552E-07
   937    0.13962E+04    0.33146E+02    0.55309E+02    0.29610E+06   -0.77394E-07
   938    0.13855E+04    0.33422E+02    0.54633E+02    0.29560E+06   -0.71148E-07
   939    0.13750E+04    0.33694E+02    0.53930E+02    0.29509E+06   -0.64843E-07
   940    0.13645E+04    0.33964E+02    0.53200E+02    0.29458E+06   -0.58510E-07
   941    0.13542E+04    0.34231E+02    0.52444E+02    0.29408E+06   -0.52176E-07
   942    0.13438E+04    0.34494E+02    0.51661E+02    0.29358E+06   -0.45872E-07
   943    0.13338E+04    0.34754E+02    0.50854E+02    0.29308E+06   -0.39626E-07
   944    0.13237E+04    0.35011E+02    0.50020E+02    0.29258E+06   -0.33468E-07
   945    0.13138E+04    0.35263E+02    0.49161E+02    0.29208E+06   -0.27426E-07
   946    0.13040E+04    0.35513E+02    0.48277E+02    0.29159E+06   -0.21532E-07
   947    0.12942E+04    0.35759E+02    0.47371E+02    0.29109E+06   -0.15812E-07
   948    0.12844E+04    0.36002E+02    0.46440E+02    0.29060E+06   -0.10298E-07
   949    0.12750E+04    0.36239E+02    0.45486E+02    0.29011E+06   -0.50172E-08
   950    0.12656E+04    0.36474E+02    0.44509E+02    0.28962E+06    0.00000E+00
