#    L    TT             EE             BB             TE             PP             TP             EP          
   461    0.19623E+04    0.14065E+02    0.00000E+00   -0.73261E+02    0.18856E-07    0.10053E-08   -0.16159E-11
   462    0.19729E+04    0.13888E+02    0.00000E+00   -0.73510E+02    0.18798E-07    0.10499E-08   -0.16876E-11
   463    0.19835E+04    0.13712E+02    0.00000E+00   -0.73737E+02    0.18740E-07    0.10878E-08   -0.17485E-11
   464    0.19942E+04    0.13536E+02    0.00000E+00   -0.73912E+02    0.18682E-07    0.11192E-08   -0.17990E-11
   465    0.20048E+04    0.13359E+02    0.00000E+00   -0.74066E+02    0.18625E-07    0.11444E-08   -0.18394E-11
   466    0.20155E+04    0.13182E+02    0.00000E+00   -0.74175E+02    0.18568E-07    0.11635E-08   -0.18702E-11
   467    0.20263E+04    0.13006E+02    0.00000E+00   -0.74255E+02    0.18511E-07    0.11769E-08   -0.18917E-11
   468    0.20370E+04    0.12830E+02    0.00000E+00   -0.74298E+02    0.18454E-07    0.11848E-08   -0.19045E-11
   469    0.20478E+04    0.12653E+02    0.00000E+00   -0.74312E+02    0.18398E-07    0.11875E-08   -0.19087E-11
   470    0.20586E+04    0.12478E+02    0.00000E+00   -0.74289E+02    0.18342E-07    0.11851E-08   -0.19049E-11
   471    0.20692E+04    0.12304E+02    0.00000E+00   -0.74229E+02    0.18286E-07    0.11780E-08   -0.18934E-11
   472    0.20799E+04    0.12130E+02    0.00000E+00   -0.74140E+02    0.18230E-07    0.11663E-08   -0.18747E-11
   473    0.20906E+04    0.11956E+02    0.00000E+00   -0.74013E+02    0.18175E-07    0.11504E-08   -0.18491E-11
   474    0.21013E+04    0.11784E+02    0.00000E+00   -0.73858E+02    0.18119E-07    0.11304E-08   -0.18170E-11
   475    0.21119E+04    0.11612E+02    0.00000E+00   -0.73665E+02    0.18065E-07    0.11067E-08   -0.17788E-11
   476    0.21225E+04    0.11442E+02    0.00000E+00   -0.73437E+02    0.18010E-07    0.10794E-08   -0.17349E-11
   477    0.21330E+04    0.11273E+02    0.00000E+00   -0.73185E+02    0.17955E-07    0.10488E-08   -0.16858E-11
   478    0.21435E+04    0.11104E+02    0.00000E+00   -0.72889E+02    0.17901E-07    0.10152E-08   -0.16317E-11
   479    0.21539E+04    0.10937E+02    0.00000E+00   -0.72573E+02    0.17847E-07    0.97871E-09   -0.15731E-11
   480    0.21642E+04    0.10772E+02    0.00000E+00   -0.72219E+02    0.17793E-07    0.93970E-09   -0.15104E-11
   481    0.21745E+04    0.10608E+02    0.00000E+00   -0.71830E+02    0.17740E-07    0.89839E-09   -0.14440E-11
   482    0.21848E+04    0.10446E+02    0.00000E+00   -0.71413E+02    0.17686E-07    0.85500E-09   -0.13743E-11
   483    0.21949E+04    0.10285E+02    0.00000E+00   -0.70968E+02    0.17633E-07    0.80979E-09   -0.13016E-11
   484    0.22048E+04    0.10127E+02    0.00000E+00   -0.70491E+02    0.17580E-07    0.76300E-09   -0.12264E-11
   485    0.22148E+04    0.99699E+01    0.00000E+00   -0.69983E+02    0.17528E-07    0.71488E-09   -0.11491E-11
   486    0.22247E+04    0.98157E+01    0.00000E+00   -0.69445E+02    0.17475E-07    0.66567E-09   -0.10700E-11
   487    0.22344E+04    0.96636E+01    0.00000E+00   -0.68879E+02    0.17423E-07    0.61562E-09   -0.98951E-12
   488    0.22440E+04    0.95128E+01    0.00000E+00   -0.68283E+02    0.17371E-07    0.56498E-09   -0.90811E-12
   489    0.22535E+04    0.93648E+01    0.00000E+00   -0.67658E+02    0.17319E-07    0.51398E-09   -0.82614E-12
   490    0.22629E+04    0.92197E+01    0.00000E+00   -0.67004E+02    0.17268E-07    0.46288E-09   -0.74400E-12
   491    0.22721E+04    0.90766E+01    0.00000E+00   -0.66325E+02    0.17217E-07    0.41191E-09   -0.66208E-12
   492    0.22812E+04    0.89363E+01    0.00000E+00   -0.65618E+02    0.17165E-07    0.36134E-09   -0.58079E-12
   493    0.22903E+04    0.87974E+01    0.00000E+00   -0.64883E+02    0.17115E-07    0.31139E-09   -0.50050E-12
   494    0.22991E+04    0.86627E+01    0.00000E+00   -0.64123E+02    0.17064E-07    0.26231E-09   -0.42163E-12
   495    0.23078E+04    0.85302E+01    0.00000E+00   -0.63337E+02    0.17013E-07    0.21436E-09   -0.34455E-12
   496    0.23163E+04    0.84012E+01    0.00000E+00   -0.62526E+02    0.16963E-07    0.16778E-09   -0.26967E-12
   497    0.23247E+04    0.82749E+01    0.00000E+00   -0.61690E+02    0.16913E-07    0.12280E-09   -0.19738E-12
   498    0.23329E+04    0.81508E+01    0.00000E+00   -0.60831E+02    0.16863E-07    0.79684E-10   -0.12808E-12
   499    0.23411E+04    0.80309E+01    0.00000E+00   -0.59947E+02    0.16814E-07    0.38669E-10   -0.62153E-13
   500    0.23491E+04    0.79131E+01    0.00000E+00   -0.59041E+02    0.16764E-07    0.00000E+00    0.00000E+00
   501    0.23567E+04    0.77995E+01    0.00000E+00   -0.58113E+02    0.16715E-07   -0.36128E-10    0.58070E-13
   502    0.23644E+04    0.76895E+01    0.00000E+00   -0.57162E+02    0.16666E-07   -0.69729E-10    0.11208E-12
   503    0.23718E+04    0.75823E+01    0.00000E+00   -0.56190E+02    0.16617E-07   -0.10087E-09    0.16213E-12
   504    0.23789E+04    0.74786E+01    0.00000E+00   -0.55197E+02    0.16569E-07   -0.12961E-09    0.20833E-12
   505    0.23861E+04    0.73792E+01    0.00000E+00   -0.54186E+02    0.16520E-07   -0.15603E-09    0.25079E-12
   506    0.23929E+04    0.72835E+01    0.00000E+00   -0.53154E+02    0.16472E-07   -0.18018E-09    0.28961E-12
   507    0.23996E+04    0.71911E+01    0.00000E+00   -0.52103E+02    0.16424E-07   -0.20214E-09    0.32490E-12
   508    0.24061E+04    0.71032E+01    0.00000E+00   -0.51034E+02    0.16377E-07   -0.22196E-09    0.35676E-12
   509    0.24124E+04    0.70188E+01    0.00000E+00   -0.49948E+02    0.16329E-07   -0.23971E-09    0.38530E-12
   510    0.24184E+04    0.69385E+01    0.00000E+00   -0.48846E+02    0.16282E-07   -0.25547E-09    0.41062E-12
   511    0.24243E+04    0.68621E+01    0.00000E+00   -0.47727E+02    0.16235E-07   -0.26929E-09    0.43284E-12
   512    0.24299E+04    0.67899E+01    0.00000E+00   -0.46592E+02    0.16188E-07   -0.28124E-09    0.45205E-12
   513    0.24354E+04    0.67219E+01    0.00000E+00   -0.45443E+02    0.16141E-07   -0.29139E-09    0.46836E-12
   514    0.24407E+04    0.66581E+01    0.00000E+00   -0.44281E+02    0.16094E-07   -0.29980E-09    0.48188E-12
   515    0.24458E+04    0.65987E+01    0.00000E+00   -0.43104E+02    0.16048E-07   -0.30654E-09    0.49271E-12
   516    0.24506E+04    0.65436E+01    0.00000E+00   -0.41915E+02    0.16002E-07   -0.31167E-09    0.50096E-12
   517    0.24552E+04    0.64931E+01    0.00000E+00   -0.40714E+02    0.15956E-07   -0.31526E-09    0.50674E-12
   518    0.24596E+04    0.64469E+01    0.00000E+00   -0.39502E+02    0.15910E-07   -0.31738E-09    0.51014E-12
   519    0.24639E+04    0.64053E+01    0.00000E+00   -0.38278E+02    0.15864E-07   -0.31809E-09    0.51128E-12
   520    0.24679E+04    0.63683E+01    0.00000E+00   -0.37046E+02    0.15819E-07   -0.31746E-09    0.51026E-12
   521    0.24715E+04    0.63358E+01    0.00000E+00   -0.35804E+02    0.15774E-07   -0.31555E-09    0.50719E-12
   522    0.24750E+04    0.63082E+01    0.00000E+00   -0.34554E+02    0.15729E-07   -0.31242E-09    0.50217E-12
   523    0.24783E+04    0.62852E+01    0.00000E+00   -0.33296E+02    0.15684E-07   -0.30816E-09    0.49531E-12
   524    0.24814E+04    0.62669E+01    0.00000E+00   -0.32031E+02    0.15639E-07   -0.30281E-09    0.48671E-12
   525    0.24841E+04    0.62534E+01    0.00000E+00   -0.30759E+02    0.15595E-07   -0.29645E-09    0.47649E-12
   526    0.24867E+04    0.62448E+01    0.00000E+00   -0.29482E+02    0.15551E-07   -0.28913E-09    0.46474E-12
   527    0.24893E+04    0.62409E+01    0.00000E+00   -0.28200E+02    0.15506E-07   -0.28094E-09    0.45157E-12
   528    0.24914E+04    0.62419E+01    0.00000E+00   -0.26915E+02    0.15463E-07   -0.27193E-09    0.43708E-12
   529    0.24933E+04    0.62481E+01    0.00000E+00   -0.25625E+02    0.15419E-07   -0.26217E-09    0.42139E-12
   530    0.24950E+04    0.62591E+01    0.00000E+00   -0.24335E+02    0.15375E-07   -0.25172E-09    0.40460E-12
   531    0.24966E+04    0.62749E+01    0.00000E+00   -0.23040E+02    0.15332E-07   -0.24065E-09    0.38681E-12
   532    0.24978E+04    0.62959E+01    0.00000E+00   -0.21746E+02    0.15289E-07   -0.22903E-09    0.36813E-12
   533    0.24988E+04    0.63219E+01    0.00000E+00   -0.20451E+02    0.15246E-07   -0.21692E-09    0.34866E-12
   534    0.24995E+04    0.63529E+01    0.00000E+00   -0.19157E+02    0.15203E-07   -0.20439E-09    0.32852E-12
   535    0.25000E+04    0.63890E+01    0.00000E+00   -0.17864E+02    0.15160E-07   -0.19150E-09    0.30780E-12
   536    0.25004E+04    0.64301E+01    0.00000E+00   -0.16572E+02    0.15118E-07   -0.17832E-09    0.28661E-12
   537    0.25005E+04    0.64763E+01    0.00000E+00   -0.15283E+02    0.15076E-07   -0.16491E-09    0.26506E-12
   538    0.25003E+04    0.65277E+01    0.00000E+00   -0.13997E+02    0.15034E-07   -0.15134E-09    0.24326E-12
   539    0.25000E+04    0.65840E+01    0.00000E+00   -0.12716E+02    0.14992E-07   -0.13768E-09    0.22130E-12
   540    0.24994E+04    0.66457E+01    0.00000E+00   -0.11439E+02    0.14950E-07   -0.12399E-09    0.19930E-12
   541    0.24985E+04    0.67122E+01    0.00000E+00   -0.10167E+02    0.14908E-07   -0.11034E-09    0.17736E-12
   542    0.24975E+04    0.67840E+01    0.00000E+00   -0.89028E+01    0.14867E-07   -0.96792E-10    0.15558E-12
   543    0.24962E+04    0.68609E+01    0.00000E+00   -0.76447E+01    0.14826E-07   -0.83413E-10    0.13407E-12
   544    0.24948E+04    0.69429E+01    0.00000E+00   -0.63941E+01    0.14785E-07   -0.70267E-10    0.11294E-12
   545    0.24930E+04    0.70299E+01    0.00000E+00   -0.51516E+01    0.14744E-07   -0.57422E-10    0.92297E-13
   546    0.24911E+04    0.71218E+01    0.00000E+00   -0.39183E+01    0.14703E-07   -0.44943E-10    0.72239E-13
   547    0.24889E+04    0.72188E+01    0.00000E+00   -0.26944E+01    0.14662E-07   -0.32896E-10    0.52875E-13
   548    0.24866E+04    0.73208E+01    0.00000E+00   -0.14810E+01    0.14622E-07   -0.21346E-10    0.34309E-13
   549    0.24840E+04    0.74279E+01    0.00000E+00   -0.27866E+00    0.14582E-07   -0.10358E-10    0.16649E-13
   550    0.24812E+04    0.75401E+01    0.00000E+00    0.91198E+00    0.14542E-07    0.00000E+00    0.00000E+00
   551    0.24783E+04    0.76574E+01    0.00000E+00    0.20904E+01    0.14502E-07    0.96778E-11   -0.15556E-13
   552    0.24750E+04    0.77797E+01    0.00000E+00    0.32553E+01    0.14462E-07    0.18679E-10   -0.30023E-13
   553    0.24716E+04    0.79056E+01    0.00000E+00    0.44068E+01    0.14423E-07    0.27021E-10   -0.43431E-13
   554    0.24680E+04    0.80381E+01    0.00000E+00    0.55437E+01    0.14383E-07    0.34721E-10   -0.55808E-13
   555    0.24642E+04    0.81750E+01    0.00000E+00    0.66655E+01    0.14344E-07    0.41797E-10   -0.67182E-13
   556    0.24602E+04    0.83169E+01    0.00000E+00    0.77718E+01    0.14305E-07    0.48267E-10   -0.77581E-13
   557    0.24560E+04    0.84632E+01    0.00000E+00    0.88609E+01    0.14266E-07    0.54148E-10   -0.87034E-13
   558    0.24515E+04    0.86154E+01    0.00000E+00    0.99334E+01    0.14227E-07    0.59458E-10   -0.95569E-13
   559    0.24469E+04    0.87711E+01    0.00000E+00    0.10989E+02    0.14189E-07    0.64214E-10   -0.10321E-12
   560    0.24422E+04    0.89313E+01    0.00000E+00    0.12025E+02    0.14150E-07    0.68435E-10   -0.11000E-12
   561    0.24371E+04    0.90965E+01    0.00000E+00    0.13042E+02    0.14112E-07    0.72137E-10   -0.11595E-12
   562    0.24320E+04    0.92669E+01    0.00000E+00    0.14040E+02    0.14074E-07    0.75339E-10   -0.12110E-12
   563    0.24266E+04    0.94409E+01    0.00000E+00    0.15020E+02    0.14036E-07    0.78057E-10   -0.12546E-12
   564    0.24212E+04    0.96208E+01    0.00000E+00    0.15976E+02    0.13998E-07    0.80311E-10   -0.12909E-12
   565    0.24155E+04    0.98036E+01    0.00000E+00    0.16913E+02    0.13960E-07    0.82116E-10   -0.13199E-12
   566    0.24096E+04    0.99916E+01    0.00000E+00    0.17827E+02    0.13923E-07    0.83491E-10   -0.13420E-12
   567    0.24036E+04    0.10183E+02    0.00000E+00    0.18719E+02    0.13885E-07    0.84453E-10   -0.13575E-12
   568    0.23975E+04    0.10380E+02    0.00000E+00    0.19587E+02    0.13848E-07    0.85021E-10   -0.13666E-12
   569    0.23911E+04    0.10581E+02    0.00000E+00    0.20435E+02    0.13811E-07    0.85211E-10   -0.13696E-12
   570    0.23847E+04    0.10786E+02    0.00000E+00    0.21256E+02    0.13774E-07    0.85041E-10   -0.13669E-12
   571    0.23780E+04    0.10995E+02    0.00000E+00    0.22053E+02    0.13737E-07    0.84530E-10   -0.13587E-12
   572    0.23712E+04    0.11208E+02    0.00000E+00    0.22826E+02    0.13701E-07    0.83693E-10   -0.13452E-12
   573    0.23643E+04    0.11425E+02    0.00000E+00    0.23573E+02    0.13664E-07    0.82550E-10   -0.13269E-12
   574    0.23572E+04    0.11646E+02    0.00000E+00    0.24294E+02    0.13628E-07    0.81117E-10   -0.13038E-12
   575    0.23500E+04    0.11870E+02    0.00000E+00    0.24988E+02    0.13592E-07    0.79413E-10   -0.12764E-12
   576    0.23427E+04    0.12098E+02    0.00000E+00    0.25657E+02    0.13556E-07    0.77455E-10   -0.12450E-12
   577    0.23352E+04    0.12330E+02    0.00000E+00    0.26299E+02    0.13520E-07    0.75260E-10   -0.12097E-12
   578    0.23276E+04    0.12566E+02    0.00000E+00    0.26912E+02    0.13484E-07    0.72846E-10   -0.11709E-12
   579    0.23199E+04    0.12805E+02    0.00000E+00    0.27498E+02    0.13449E-07    0.70231E-10   -0.11288E-12
   580    0.23122E+04    0.13048E+02    0.00000E+00    0.28055E+02    0.13413E-07    0.67432E-10   -0.10839E-12
   581    0.23041E+04    0.13293E+02    0.00000E+00    0.28585E+02    0.13378E-07    0.64467E-10   -0.10362E-12
   582    0.22961E+04    0.13542E+02    0.00000E+00    0.29085E+02    0.13343E-07    0.61354E-10   -0.98617E-13
   583    0.22879E+04    0.13795E+02    0.00000E+00    0.29555E+02    0.13308E-07    0.58110E-10   -0.93402E-13
   584    0.22797E+04    0.14050E+02    0.00000E+00    0.29997E+02    0.13273E-07    0.54753E-10   -0.88006E-13
   585    0.22714E+04    0.14308E+02    0.00000E+00    0.30408E+02    0.13239E-07    0.51300E-10   -0.82456E-13
   586    0.22630E+04    0.14569E+02    0.00000E+00    0.30789E+02    0.13204E-07    0.47769E-10   -0.76780E-13
   587    0.22545E+04    0.14833E+02    0.00000E+00    0.31139E+02    0.13170E-07    0.44177E-10   -0.71008E-13
   588    0.22459E+04    0.15099E+02    0.00000E+00    0.31458E+02    0.13135E-07    0.40543E-10   -0.65166E-13
   589    0.22372E+04    0.15369E+02    0.00000E+00    0.31747E+02    0.13101E-07    0.36883E-10   -0.59284E-13
   590    0.22285E+04    0.15640E+02    0.00000E+00    0.32004E+02    0.13067E-07    0.33216E-10   -0.53390E-13
   591    0.22197E+04    0.15915E+02    0.00000E+00    0.32230E+02    0.13033E-07    0.29559E-10   -0.47512E-13
   592    0.22109E+04    0.16191E+02    0.00000E+00    0.32423E+02    0.13000E-07    0.25930E-10   -0.41678E-13
   593    0.22019E+04    0.16470E+02    0.00000E+00    0.32586E+02    0.12966E-07    0.22346E-10   -0.35917E-13
   594    0.21928E+04    0.16751E+02    0.00000E+00    0.32716E+02    0.12932E-07    0.18824E-10   -0.30257E-13
   595    0.21838E+04    0.17033E+02    0.00000E+00    0.32815E+02    0.12899E-07    0.15383E-10   -0.24726E-13
   596    0.21747E+04    0.17318E+02    0.00000E+00    0.32880E+02    0.12866E-07    0.12040E-10   -0.19352E-13
   597    0.21656E+04    0.17603E+02    0.00000E+00    0.32914E+02    0.12833E-07    0.88125E-11   -0.14165E-13
   598    0.21567E+04    0.17891E+02    0.00000E+00    0.32915E+02    0.12800E-07    0.57183E-11   -0.91913E-14
   599    0.21475E+04    0.18181E+02    0.00000E+00    0.32884E+02    0.12767E-07    0.27750E-11   -0.44603E-14
   600    0.21383E+04    0.18472E+02    0.00000E+00    0.32820E+02    0.12734E-07    0.00000E+00    0.00000E+00
   601    0.21291E+04    0.18764E+02    0.00000E+00    0.32723E+02    0.12702E-07   -0.25926E-11    0.41673E-14
   602    0.21199E+04    0.19057E+02    0.00000E+00    0.32593E+02    0.12670E-07   -0.50040E-11    0.80431E-14
   603    0.21106E+04    0.19352E+02    0.00000E+00    0.32432E+02    0.12637E-07   -0.72387E-11    0.11635E-13
   604    0.21014E+04    0.19648E+02    0.00000E+00    0.32237E+02    0.12605E-07   -0.93016E-11    0.14951E-13
   605    0.20922E+04    0.19944E+02    0.00000E+00    0.32009E+02    0.12573E-07   -0.11197E-10    0.17998E-13
   606    0.20830E+04    0.20241E+02    0.00000E+00    0.31749E+02    0.12541E-07   -0.12931E-10    0.20784E-13
   607    0.20736E+04    0.20538E+02    0.00000E+00    0.31456E+02    0.12509E-07   -0.14506E-10    0.23316E-13
   608    0.20644E+04    0.20837E+02    0.00000E+00    0.31131E+02    0.12478E-07   -0.15929E-10    0.25603E-13
   609    0.20553E+04    0.21135E+02    0.00000E+00    0.30772E+02    0.12446E-07   -0.17203E-10    0.27651E-13
   610    0.20461E+04    0.21433E+02    0.00000E+00    0.30381E+02    0.12415E-07   -0.18334E-10    0.29469E-13
   611    0.20370E+04    0.21732E+02    0.00000E+00    0.29957E+02    0.12384E-07   -0.19326E-10    0.31063E-13
   612    0.20279E+04    0.22032E+02    0.00000E+00    0.29502E+02    0.12352E-07   -0.20184E-10    0.32442E-13
   613    0.20188E+04    0.22329E+02    0.00000E+00    0.29013E+02    0.12321E-07   -0.20912E-10    0.33613E-13
   614    0.20097E+04    0.22628E+02    0.00000E+00    0.28493E+02    0.12291E-07   -0.21516E-10    0.34583E-13
   615    0.20007E+04    0.22926E+02    0.00000E+00    0.27940E+02    0.12260E-07   -0.21999E-10    0.35360E-13
   616    0.19918E+04    0.23224E+02    0.00000E+00    0.27356E+02    0.12229E-07   -0.22368E-10    0.35953E-13
   617    0.19830E+04    0.23522E+02    0.00000E+00    0.26741E+02    0.12199E-07   -0.22626E-10    0.36367E-13
   618    0.19742E+04    0.23819E+02    0.00000E+00    0.26093E+02    0.12168E-07   -0.22778E-10    0.36612E-13
   619    0.19653E+04    0.24116E+02    0.00000E+00    0.25416E+02    0.12138E-07   -0.22829E-10    0.36694E-13
   620    0.19567E+04    0.24410E+02    0.00000E+00    0.24707E+02    0.12108E-07   -0.22784E-10    0.36621E-13
   621    0.19480E+04    0.24705E+02    0.00000E+00    0.23967E+02    0.12078E-07   -0.22647E-10    0.36401E-13
   622    0.19395E+04    0.24998E+02    0.00000E+00    0.23196E+02    0.12048E-07   -0.22423E-10    0.36041E-13
   623    0.19311E+04    0.25290E+02    0.00000E+00    0.22397E+02    0.12018E-07   -0.22116E-10    0.35549E-13
   624    0.19226E+04    0.25579E+02    0.00000E+00    0.21567E+02    0.11988E-07   -0.21733E-10    0.34932E-13
   625    0.19143E+04    0.25868E+02    0.00000E+00    0.20707E+02    0.11959E-07   -0.21276E-10    0.34198E-13
   626    0.19061E+04    0.26155E+02    0.00000E+00    0.19818E+02    0.11929E-07   -0.20752E-10    0.33355E-13
   627    0.18980E+04    0.26441E+02    0.00000E+00    0.18900E+02    0.11900E-07   -0.20164E-10    0.32410E-13
   628    0.18900E+04    0.26724E+02    0.00000E+00    0.17953E+02    0.11871E-07   -0.19517E-10    0.31371E-13
   629    0.18822E+04    0.27005E+02    0.00000E+00    0.16978E+02    0.11842E-07   -0.18817E-10    0.30245E-13
   630    0.18743E+04    0.27284E+02    0.00000E+00    0.15974E+02    0.11813E-07   -0.18067E-10    0.29039E-13
   631    0.18666E+04    0.27561E+02    0.00000E+00    0.14945E+02    0.11784E-07   -0.17273E-10    0.27763E-13
   632    0.18591E+04    0.27836E+02    0.00000E+00    0.13886E+02    0.11755E-07   -0.16439E-10    0.26422E-13
   633    0.18515E+04    0.28109E+02    0.00000E+00    0.12802E+02    0.11726E-07   -0.15569E-10    0.25025E-13
   634    0.18442E+04    0.28378E+02    0.00000E+00    0.11692E+02    0.11698E-07   -0.14670E-10    0.23580E-13
   635    0.18371E+04    0.28645E+02    0.00000E+00    0.10556E+02    0.11669E-07   -0.13745E-10    0.22093E-13
   636    0.18299E+04    0.28911E+02    0.00000E+00    0.93943E+01    0.11641E-07   -0.12799E-10    0.20572E-13
   637    0.18230E+04    0.29171E+02    0.00000E+00    0.82073E+01    0.11613E-07   -0.11837E-10    0.19026E-13
   638    0.18161E+04    0.29430E+02    0.00000E+00    0.69967E+01    0.11585E-07   -0.10863E-10    0.17461E-13
   639    0.18095E+04    0.29686E+02    0.00000E+00    0.57614E+01    0.11557E-07   -0.98827E-11    0.15885E-13
   640    0.18029E+04    0.29939E+02    0.00000E+00    0.45032E+01    0.11529E-07   -0.89002E-11    0.14306E-13
   641    0.17965E+04    0.30188E+02    0.00000E+00    0.32218E+01    0.11501E-07   -0.79204E-11    0.12731E-13
   642    0.17902E+04    0.30433E+02    0.00000E+00    0.19180E+01    0.11473E-07   -0.69480E-11    0.11168E-13
   643    0.17841E+04    0.30677E+02    0.00000E+00    0.59236E+00    0.11446E-07   -0.59876E-11    0.96241E-14
   644    0.17782E+04    0.30914E+02    0.00000E+00   -0.75456E+00    0.11418E-07   -0.50441E-11    0.81076E-14
   645    0.17724E+04    0.31149E+02    0.00000E+00   -0.21225E+01    0.11391E-07   -0.41221E-11    0.66256E-14
   646    0.17667E+04    0.31381E+02    0.00000E+00   -0.35107E+01    0.11364E-07   -0.32263E-11    0.51858E-14
   647    0.17613E+04    0.31608E+02    0.00000E+00   -0.49193E+01    0.11337E-07   -0.23615E-11    0.37958E-14
   648    0.17559E+04    0.31832E+02    0.00000E+00   -0.63461E+01    0.11310E-07   -0.15324E-11    0.24631E-14
   649    0.17508E+04    0.32051E+02    0.00000E+00   -0.77920E+01    0.11283E-07   -0.74364E-12    0.11953E-14
   650    0.17458E+04    0.32265E+02    0.00000E+00   -0.92556E+01    0.11256E-07    0.00000E+00    0.00000E+00
   651    0.17410E+04    0.32477E+02    0.00000E+00   -0.10737E+02    0.11229E-07    0.69482E-12   -0.11168E-14
   652    0.17363E+04    0.32684E+02    0.00000E+00   -0.12235E+02    0.11203E-07    0.13411E-11   -0.21556E-14
   653    0.17319E+04    0.32886E+02    0.00000E+00   -0.13749E+02    0.11176E-07    0.19401E-11   -0.31183E-14
   654    0.17276E+04    0.33083E+02    0.00000E+00   -0.15277E+02    0.11150E-07    0.24930E-11   -0.40071E-14
   655    0.17234E+04    0.33277E+02    0.00000E+00   -0.16821E+02    0.11123E-07    0.30012E-11   -0.48239E-14
   656    0.17195E+04    0.33466E+02    0.00000E+00   -0.18379E+02    0.11097E-07    0.34658E-11   -0.55708E-14
   657    0.17157E+04    0.33650E+02    0.00000E+00   -0.19950E+02    0.11071E-07    0.38883E-11   -0.62498E-14
   658    0.17121E+04    0.33829E+02    0.00000E+00   -0.21534E+02    0.11045E-07    0.42697E-11   -0.68629E-14
   659    0.17087E+04    0.34004E+02    0.00000E+00   -0.23130E+02    0.11019E-07    0.46114E-11   -0.74121E-14
   660    0.17055E+04    0.34173E+02    0.00000E+00   -0.24738E+02    0.10993E-07    0.49147E-11   -0.78996E-14
   661    0.17025E+04    0.34337E+02    0.00000E+00   -0.26355E+02    0.10968E-07    0.51808E-11   -0.83272E-14
   662    0.16997E+04    0.34497E+02    0.00000E+00   -0.27983E+02    0.10942E-07    0.54109E-11   -0.86972E-14
   663    0.16970E+04    0.34651E+02    0.00000E+00   -0.29621E+02    0.10917E-07    0.56064E-11   -0.90114E-14
   664    0.16946E+04    0.34800E+02    0.00000E+00   -0.31267E+02    0.10891E-07    0.57684E-11   -0.92718E-14
   665    0.16922E+04    0.34943E+02    0.00000E+00   -0.32921E+02    0.10866E-07    0.58984E-11   -0.94807E-14
   666    0.16901E+04    0.35082E+02    0.00000E+00   -0.34582E+02    0.10841E-07    0.59974E-11   -0.96399E-14
   667    0.16883E+04    0.35215E+02    0.00000E+00   -0.36250E+02    0.10815E-07    0.60668E-11   -0.97514E-14
   668    0.16864E+04    0.35342E+02    0.00000E+00   -0.37924E+02    0.10790E-07    0.61079E-11   -0.98174E-14
   669    0.16850E+04    0.35465E+02    0.00000E+00   -0.39602E+02    0.10765E-07    0.61218E-11   -0.98399E-14
   670    0.16836E+04    0.35581E+02    0.00000E+00   -0.41285E+02    0.10741E-07    0.61100E-11   -0.98208E-14
   671    0.16825E+04    0.35693E+02    0.00000E+00   -0.42971E+02    0.10716E-07    0.60735E-11   -0.97622E-14
   672    0.16815E+04    0.35798E+02    0.00000E+00   -0.44662E+02    0.10691E-07    0.60137E-11   -0.96661E-14
   673    0.16808E+04    0.35899E+02    0.00000E+00   -0.46353E+02    0.10667E-07    0.59319E-11   -0.95346E-14
   674    0.16802E+04    0.35993E+02    0.00000E+00   -0.48046E+02    0.10642E-07    0.58293E-11   -0.93697E-14
   675    0.16799E+04    0.36082E+02    0.00000E+00   -0.49741E+02    0.10618E-07    0.57072E-11   -0.91735E-14
   676    0.16797E+04    0.36165E+02    0.00000E+00   -0.51434E+02    0.10593E-07    0.55669E-11   -0.89478E-14
   677    0.16797E+04    0.36242E+02    0.00000E+00   -0.53127E+02    0.10569E-07    0.54095E-11   -0.86949E-14
   678    0.16799E+04    0.36313E+02    0.00000E+00   -0.54820E+02    0.10545E-07    0.52364E-11   -0.84166E-14
   679    0.16803E+04    0.36379E+02    0.00000E+00   -0.56509E+02    0.10521E-07    0.50488E-11   -0.81151E-14
   680    0.16810E+04    0.36439E+02    0.00000E+00   -0.58197E+02    0.10497E-07    0.48480E-11   -0.77923E-14
   681    0.16818E+04    0.36493E+02    0.00000E+00   -0.59879E+02    0.10473E-07    0.46352E-11   -0.74503E-14
   682    0.16828E+04    0.36540E+02    0.00000E+00   -0.61559E+02    0.10449E-07    0.44117E-11   -0.70912E-14
   683    0.16840E+04    0.36583E+02    0.00000E+00   -0.63235E+02    0.10426E-07    0.41789E-11   -0.67169E-14
   684    0.16854E+04    0.36618E+02    0.00000E+00   -0.64905E+02    0.10402E-07    0.39378E-11   -0.63294E-14
   685    0.16868E+04    0.36648E+02    0.00000E+00   -0.66569E+02    0.10379E-07    0.36899E-11   -0.59309E-14
   686    0.16885E+04    0.36672E+02    0.00000E+00   -0.68217E+02    0.10355E-07    0.34363E-11   -0.55233E-14
   687    0.16905E+04    0.36690E+02    0.00000E+00   -0.69863E+02    0.10332E-07    0.31783E-11   -0.51086E-14
   688    0.16926E+04    0.36702E+02    0.00000E+00   -0.71502E+02    0.10308E-07    0.29172E-11   -0.46889E-14
   689    0.16949E+04    0.36708E+02    0.00000E+00   -0.73128E+02    0.10285E-07    0.26542E-11   -0.42663E-14
   690    0.16973E+04    0.36708E+02    0.00000E+00   -0.74748E+02    0.10262E-07    0.23907E-11   -0.38427E-14
